fromId,toId,walk_time,car_time
49035113017,49035113019,103,11
49035113017,49035113016,67,8
49035113017,49035113013,75,8
49035113017,49035113014,41,6
49035113017,49035112810,94,10
49035113017,49035114600,41,6
49035113017,49035113011,97,10
49035113017,49035112817,89,9
49035112914,49035113521,113,10
49035112914,49035112402,93,8
49035112914,49035112914,0,0
49035112914,49035112907,13,1
49035112914,49035113533,43,4
49035112914,49035112501,86,6
49035112914,49035112610,105,9
49035112914,49035112503,86,7
49035112914,49035112913,47,4
49035112914,49035113513,77,7
49035112914,49035112202,85,8
49035112914,49035112920,74,6
49035112914,49035113532,81,8
49035112914,49035113701,114,10
49035112914,49035113523,107,10
49035112914,49035113522,96,9
49035112914,49035112918,68,6
49035112914,49035113515,76,7
49035112914,49035112100,113,9
49035112914,49035113511,109,10
49035112914,49035112904,71,7
49035112914,49035112921,103,9
49035112914,49035112917,66,6
49035112914,49035112502,107,8
49035112914,49035112905,47,4
49035112914,49035114200,57,6
49035112914,49035113514,108,11
49035112914,49035112403,57,5
49035112914,49035112916,92,8
49035112914,49035112302,97,9
49035112914,49035112404,58,4
49035112914,49035112201,62,6
49035112914,49035112912,71,7
49035112914,49035112301,118,10
49035112914,49035113510,111,10
49035103300,49035111801,76,8
49035103300,49035103300,0,0
49035103300,49035114000,100,10
49035103300,49035104000,57,6
49035103300,49035111702,75,7
49035103300,49035111500,93,9
49035103300,49035111906,116,11
49035103300,49035103600,49,6
49035103300,49035103800,24,4
49035103300,49035103100,39,4
49035103300,49035101102,108,11
49035103300,49035103200,38,4
49035103300,49035101800,54,5
49035103300,49035101900,83,7
49035103300,49035102300,76,8
49035103300,49035101101,97,9
49035103300,49035101200,90,10
49035103300,49035103700,34,4
49035103300,49035104100,65,7
49035103300,49035111400,53,6
49035103300,49035101400,102,13
49035103300,49035111701,94,9
49035103300,49035111905,114,10
49035103300,49035110401,77,8
49035103300,49035101600,54,7
49035103300,49035102900,63,7
49035103300,49035104300,70,8
49035103300,49035103500,34,4
49035103300,49035104800,44,6
49035103300,49035110702,112,11
49035103300,49035111802,56,6
49035103300,49035114100,30,6
49035103300,49035110701,104,10
49035103300,49035101700,72,7
49035103300,49035104400,72,9
49035103300,49035102100,92,8
49035103300,49035103000,53,6
49035103300,49035102802,93,9
49035103300,49035102801,114,11
49035103300,49035110300,75,9
49035103300,49035102000,64,6
49035103300,49035101000,112,11
49035103300,49035104900,37,4
49035103300,49035104700,43,5
49035103300,49035103900,46,5
49035103300,49035110200,104,11
49035103300,49035111903,114,12
49035103300,49035111904,119,12
49035103300,49035103400,15,2
49035103300,49035101500,73,8
49035103300,49035110402,98,10
49035103300,49035104200,98,9
49035113019,49035113017,103,11
49035113019,49035113019,0,0
49035113019,49035113016,89,8
49035113019,49035113010,75,10
49035113019,49035113020,61,6
49035113019,49035113013,56,5
49035113019,49035112920,117,11
49035113019,49035113014,67,7
49035113019,49035113008,51,7
49035113019,49035113012,98,10
49035113019,49035112921,84,9
49035113019,49035114600,115,10
49035113019,49035113102,99,10
49035113019,49035113011,62,9
49035113019,49035112916,112,11
49035113019,49035113007,90,10
49035114000,49035103300,100,9
49035114000,49035114000,0,0
49035114000,49035100500,93,9
49035114000,49035100600,73,8
49035114000,49035111500,98,7
49035114000,49035103600,89,9
49035114000,49035103800,119,11
49035114000,49035103100,62,7
49035114000,49035101102,47,7
49035114000,49035103200,76,8
49035114000,49035101800,48,5
49035114000,49035101900,43,5
49035114000,49035102300,27,3
49035114000,49035101101,58,7
49035114000,49035102702,62,7
49035114000,49035101200,80,9
49035114000,49035103700,105,10
49035114000,49035104100,106,10
49035114000,49035111400,98,8
49035114000,49035101400,106,13
49035114000,49035100800,34,6
49035114000,49035101600,60,7
49035114000,49035102900,42,6
49035114000,49035103500,71,8
49035114000,49035100700,48,6
49035114000,49035100100,79,9
49035114000,49035102701,62,6
49035114000,49035101700,55,6
49035114000,49035102100,33,4
49035114000,49035103000,47,5
49035114000,49035102802,80,8
49035114000,49035102801,60,7
49035114000,49035102000,36,4
49035114000,49035101000,73,9
49035114000,49035104900,110,8
49035114000,49035102500,25,4
49035114000,49035102600,36,4
49035114000,49035103400,85,8
49035114000,49035101500,68,8
49035112823,49035112822,38,5
49035112823,49035112823,0,1
49035112823,49035112819,51,9
49035112823,49035112604,95,10
49035112823,49035112700,113,11
49035112823,49035112816,70,9
49035112823,49035112605,102,11
49035112823,49035113012,106,9
49035112823,49035112613,116,11
49035112823,49035114600,96,10
49035112823,49035112813,81,8
49035112823,49035112804,58,6
49035112823,49035112812,68,7
49035112823,49035112805,41,7
49035112823,49035112817,63,8
49035113108,49035113108,0,0
49035113108,49035113527,98,10
49035113108,49035113101,67,7
49035113108,49035113020,99,13
49035113108,49035112913,112,9
49035113108,49035112920,115,10
49035113108,49035113528,83,8
49035113108,49035113008,92,10
49035113108,49035113534,120,10
49035113108,49035113535,77,7
49035113108,49035112904,115,12
49035113108,49035112921,84,8
49035113108,49035112917,116,11
49035113108,49035113102,55,7
49035113108,49035112916,86,9
49035113108,49035113007,59,9
49035113108,49035112912,90,8
49035113108,49035114300,50,6
49035113108,49035115209,88,10
49035113702,49035113521,52,5
49035113702,49035113520,103,9
49035113702,49035113538,71,11
49035113702,49035113702,0,0
49035113702,49035112907,113,10
49035113702,49035113801,44,5
49035113702,49035113413,96,11
49035113702,49035113309,118,10
49035113702,49035113527,57,7
49035113702,49035113406,119,11
49035113702,49035113101,114,10
49035113702,49035113533,101,8
49035113702,49035113536,78,9
49035113702,49035112913,107,9
49035113702,49035113513,89,7
49035113702,49035113528,68,7
49035113702,49035113532,69,6
49035113702,49035113537,84,8
49035113702,49035113409,111,11
49035113702,49035113701,14,1
49035113702,49035113523,52,5
49035113702,49035113526,87,11
49035113702,49035113522,82,7
49035113702,49035113534,95,9
49035113702,49035113535,106,10
49035113702,49035113539,69,9
49035113702,49035113515,117,9
49035113702,49035113410,91,9
49035113702,49035113802,34,4
49035113702,49035113505,60,8
49035113702,49035113803,47,7
49035113702,49035112904,61,7
49035113702,49035112905,82,7
49035113702,49035113411,97,9
49035113702,49035112916,117,10
49035113702,49035112912,85,8
49035113702,49035113600,32,4
49035113702,49035114300,111,11
49035100500,49035114000,93,8
49035100500,49035100500,0,0
49035100500,49035100600,20,2
49035100500,49035100307,47,6
49035100500,49035101102,82,10
49035100500,49035101900,106,10
49035100500,49035102300,115,10
49035100500,49035101101,93,10
49035100500,49035102702,60,7
49035100500,49035101200,111,12
49035100500,49035114700,83,11
49035100500,49035100800,72,7
49035100500,49035100700,53,5
49035100500,49035100100,66,8
49035100500,49035102701,77,8
49035100500,49035101700,118,11
49035100500,49035102100,96,9
49035100500,49035102802,120,10
49035100500,49035102801,93,9
49035100500,49035101000,100,12
49035100500,49035100308,37,4
49035100500,49035102500,70,8
49035100500,49035102600,58,5
49035100600,49035114000,73,8
49035100600,49035100500,20,2
49035100600,49035100600,0,0
49035100600,49035100307,61,7
49035100600,49035101102,66,9
49035100600,49035101800,118,11
49035100600,49035101900,90,9
49035100600,49035102300,98,10
49035100600,49035101101,77,9
49035100600,49035102702,42,6
49035100600,49035101200,95,11
49035100600,49035114700,97,11
49035100600,49035100800,52,6
49035100600,49035102900,113,9
49035100600,49035100700,54,5
49035100600,49035100100,67,8
49035100600,49035102701,58,7
49035100600,49035101700,102,10
49035100600,49035102100,79,8
49035100600,49035103000,118,11
49035100600,49035102802,100,9
49035100600,49035102801,74,8
49035100600,49035102000,106,10
49035100600,49035101000,84,11
49035100600,49035100308,51,5
49035100600,49035102500,50,6
49035100600,49035102600,38,4
49035100600,49035101500,115,12
49045130600,49045130600,6,6
49045131200,49045131200,0,0
49045131200,49045131002,37,4
49045131200,49045130900,65,8
49045131200,49045131001,75,9
49045131200,49045131100,43,7
49035111306,49035111306,0,0
49035111306,49035111201,66,7
49035111306,49035111002,62,7
49035111306,49035111305,23,3
49035111306,49035112614,33,6
49035111306,49035112619,67,8
49035111306,49035112611,97,11
49035111306,49035112617,116,14
49035111306,49035112613,108,11
49035111306,49035112616,97,12
49035111306,49035111304,48,5
49035111306,49035112502,96,10
49035111306,49035111202,47,5
49035111306,49035112609,72,10
49035111306,49035111302,49,8
49035111306,49035112612,120,12
49035111306,49035111101,118,9
49035111306,49035111103,86,7
49035111306,49035112608,80,10
49035111306,49035112615,49,8
49035111306,49035112618,58,6
49035111306,49035111102,118,10
49035112907,49035113521,100,8
49035112907,49035113520,113,8
49035112907,49035112402,106,9
49035112907,49035112914,13,1
49035112907,49035113702,113,9
49035112907,49035112907,0,0
49035112907,49035113010,115,11
49035112907,49035113101,114,8
49035112907,49035113533,42,4
49035112907,49035112501,99,7
49035112907,49035112610,117,9
49035112907,49035112503,99,7
49035112907,49035112913,33,2
49035112907,49035113513,76,6
49035112907,49035112202,98,9
49035112907,49035112920,69,5
49035112907,49035113532,67,6
49035112907,49035113701,100,8
49035112907,49035113523,93,8
49035112907,49035113522,85,7
49035112907,49035112918,68,5
49035112907,49035113515,85,7
49035112907,49035113511,108,9
49035112907,49035112904,57,6
49035112907,49035112921,91,7
49035112907,49035112917,53,4
49035112907,49035112502,120,9
49035112907,49035112905,33,2
49035112907,49035114200,69,7
49035112907,49035113514,114,11
49035112907,49035112403,70,6
49035112907,49035112916,78,7
49035112907,49035112302,110,9
49035112907,49035112404,71,4
49035112907,49035112201,75,6
49035112907,49035112912,57,5
49035112907,49035113510,110,9
49035104000,49035103300,57,6
49035104000,49035104000,0,0
49035104000,49035103600,40,5
49035104000,49035103800,37,4
49035104000,49035103100,78,8
49035104000,49035103200,82,8
49035104000,49035101800,81,9
49035104000,49035101900,108,11
49035104000,49035102300,106,11
49035104000,49035101200,103,13
49035104000,49035103700,31,4
49035104000,49035104100,23,3
49035104000,49035111400,111,11
49035104000,49035101400,64,9
49035104000,49035110401,112,12
49035104000,49035101600,69,8
49035104000,49035102900,106,10
49035104000,49035104300,41,4
49035104000,49035103500,59,7
49035104000,49035104800,82,9
49035104000,49035110702,120,13
49035104000,49035111802,103,11
49035104000,49035114100,59,8
49035104000,49035101700,95,10
49035104000,49035104400,55,6
49035104000,49035102100,118,12
49035104000,49035103000,82,8
49035104000,49035110300,76,9
49035104000,49035102000,93,10
49035104000,49035104900,94,8
49035104000,49035104700,65,7
49035104000,49035103900,27,3
49035104000,49035110200,102,10
49035104000,49035103400,53,6
49035104000,49035101500,82,10
49035104000,49035110402,97,11
49035104000,49035104200,54,5
49035113801,49035113521,81,8
49035113801,49035113538,67,8
49035113801,49035113702,44,6
49035113801,49035113801,0,0
49035113801,49035113413,80,7
49035113801,49035113527,58,7
49035113801,49035113536,104,11
49035113801,49035113513,119,10
49035113801,49035113528,74,8
49035113801,49035113532,99,9
49035113801,49035113408,101,9
49035113801,49035113537,111,10
49035113801,49035113409,77,7
49035113801,49035113701,58,6
49035113801,49035113523,82,8
49035113801,49035113526,62,10
49035113801,49035113522,111,10
49035113801,49035113534,76,8
49035113801,49035113535,95,8
49035113801,49035113539,49,5
49035113801,49035113410,106,9
49035113801,49035113802,49,7
49035113801,49035113505,78,8
49035113801,49035113803,32,6
49035113801,49035112904,106,11
49035113801,49035113412,105,9
49035113801,49035113600,56,6
49035113801,49035114300,110,10
49035111702,49035111801,33,4
49035111702,49035103300,75,7
49035111702,49035111702,0,0
49035111702,49035111500,67,6
49035111702,49035113512,115,10
49035111702,49035111906,42,5
49035111702,49035103800,92,8
49035111702,49035103100,75,7
49035111702,49035103200,59,6
49035111702,49035101800,116,9
49035111702,49035113509,89,7
49035111702,49035102300,114,10
49035111702,49035113306,112,8
49035111702,49035103700,107,9
49035111702,49035111400,37,4
49035111702,49035111701,20,2
49035111702,49035111905,50,4
49035111702,49035110800,107,8
49035111702,49035110401,54,5
49035111702,49035102900,98,9
49035111702,49035112100,110,8
49035111702,49035103500,108,8
49035111702,49035104800,53,5
49035111702,49035111600,59,6
49035111702,49035113511,120,9
49035111702,49035110702,89,8
49035111702,49035111802,27,2
49035111702,49035114100,82,9
49035111702,49035112001,68,7
49035111702,49035112002,96,8
49035111702,49035110500,111,11
49035111702,49035110701,75,6
49035111702,49035104400,112,11
49035111702,49035103000,90,8
49035111702,49035110300,67,6
49035111702,49035102000,106,8
49035111702,49035104900,38,4
49035111702,49035104700,68,6
49035111702,49035103900,113,10
49035111702,49035113305,106,8
49035111702,49035110200,104,9
49035111702,49035111903,69,7
49035111702,49035111101,116,8
49035111702,49035111904,74,8
49035111702,49035111102,114,8
49035111702,49035112301,120,9
49035111702,49035103400,90,7
49035111702,49035110402,76,6
49035113413,49035113521,94,9
49035113413,49035113520,102,8
49035113413,49035113310,103,8
49035113413,49035113538,35,3
49035113413,49035113702,96,11
49035113413,49035113801,80,7
49035113413,49035113413,0,0
49035113413,49035113309,92,8
49035113413,49035113406,53,6
49035113413,49035113536,71,7
49035113413,49035113308,92,8
49035113413,49035113408,65,6
49035113413,49035113537,85,7
49035113413,49035113409,37,4
49035113413,49035113905,102,10
49035113413,49035113701,110,11
49035113413,49035113904,108,9
49035113413,49035113407,78,7
49035113413,49035113526,108,14
49035113413,49035113522,120,10
49035113413,49035113307,116,10
49035113413,49035113539,47,6
49035113413,49035113410,39,4
49035113413,49035113802,63,7
49035113413,49035113505,51,5
49035113413,49035113803,108,11
49035113413,49035113411,62,7
49035113413,49035113412,46,3
49035113413,49035113600,79,9
49035113016,49035113017,67,8
49035113016,49035113019,89,8
49035113016,49035113016,0,0
49035113016,49035113020,101,7
49035113016,49035113013,37,3
49035113016,49035113014,78,7
49035113016,49035113107,79,7
49035113016,49035112810,118,10
49035113016,49035114600,95,8
49035113010,49035113019,75,9
49035113010,49035112907,115,10
49035113010,49035113010,0,0
49035113010,49035113101,118,11
49035113010,49035113020,118,12
49035113010,49035112913,107,9
49035113010,49035112920,58,6
49035113010,49035113014,90,11
49035113010,49035113008,47,6
49035113010,49035112918,74,8
49035113010,49035112605,118,13
49035113010,49035113012,69,8
49035113010,49035112921,59,7
49035113010,49035112917,82,9
49035113010,49035113102,92,9
49035113010,49035114200,101,11
49035113010,49035113011,55,8
49035113010,49035112916,103,12
49035113010,49035113007,83,10
49035113309,49035113521,67,7
49035113309,49035113520,37,5
49035113309,49035113310,23,4
49035113309,49035113538,93,8
49035113309,49035113702,118,10
49035113309,49035113413,92,8
49035113309,49035113309,0,0
49035113309,49035113406,65,9
49035113309,49035113512,110,13
49035113309,49035113536,53,6
49035113309,49035113308,33,4
49035113309,49035113513,93,9
49035113309,49035113509,83,8
49035113309,49035113306,39,5
49035113309,49035113532,88,9
49035113309,49035113537,34,4
49035113309,49035113409,119,10
49035113309,49035113701,119,10
49035113309,49035113523,94,9
49035113309,49035113522,65,7
49035113309,49035113307,59,6
49035113309,49035113539,101,10
49035113309,49035113515,114,11
49035113309,49035113410,65,6
49035113309,49035111600,113,11
49035113309,49035113511,74,8
49035113309,49035113802,103,10
49035113309,49035113505,69,7
49035113309,49035112904,120,11
49035113309,49035112905,118,9
49035113309,49035113411,50,6
49035113309,49035113514,99,11
49035113309,49035113305,83,8
49035113309,49035113412,115,10
49035113309,49035113510,57,7
49035113309,49035113600,90,8
49035113527,49035113521,100,9
49035113527,49035113538,106,12
49035113527,49035113108,98,10
49035113527,49035113702,57,7
49035113527,49035113801,58,7
49035113527,49035113527,0,0
49035113527,49035113101,98,10
49035113527,49035113533,119,11
49035113527,49035113528,20,3
49035113527,49035113532,92,9
49035113527,49035113701,47,5
49035113527,49035113523,100,9
49035113527,49035113526,65,10
49035113527,49035113534,50,6
49035113527,49035113535,52,5
49035113527,49035113539,93,9
49035113527,49035113802,69,8
49035113527,49035113505,98,12
49035113527,49035113803,39,5
49035113527,49035112904,79,8
49035113527,49035112905,100,8
49035113527,49035112912,101,10
49035113527,49035113600,76,8
49035113527,49035114300,65,7
49035111500,49035111801,99,9
49035111500,49035103300,93,9
49035111500,49035114000,98,8
49035111500,49035111702,67,6
49035111500,49035111500,0,0
49035111500,49035113512,118,11
49035111500,49035111906,92,9
49035111500,49035103800,113,9
49035111500,49035103100,84,8
49035111500,49035103200,69,6
49035111500,49035113509,91,8
49035111500,49035102300,113,9
49035111500,49035113306,114,9
49035111500,49035111400,40,4
49035111500,49035111701,71,6
49035111500,49035111905,116,9
49035111500,49035110401,115,10
49035111500,49035102900,68,7
49035111500,49035112100,113,9
49035111500,49035104800,83,8
49035111500,49035111600,62,7
49035111500,49035111802,81,7
49035111500,49035102701,108,10
49035111500,49035114100,103,10
49035111500,49035112001,115,10
49035111500,49035103000,99,9
49035111500,49035102802,56,5
49035111500,49035102801,82,8
49035111500,49035110300,113,10
49035111500,49035104900,57,5
49035111500,49035104700,91,8
49035111500,49035113305,96,8
49035111500,49035102500,114,9
49035111500,49035102600,105,7
49035111500,49035103400,108,9
49035113406,49035113521,97,9
49035113406,49035113520,92,9
49035113406,49035113310,67,8
49035113406,49035113538,79,10
49035113406,49035113702,119,11
49035113406,49035113413,53,6
49035113406,49035113309,65,8
49035113406,49035113406,0,0
49035113406,49035113536,63,8
49035113406,49035113308,54,6
49035113406,49035113509,111,11
49035113406,49035113306,87,9
49035113406,49035113408,107,9
49035113406,49035113537,76,8
49035113406,49035113409,80,7
49035113406,49035113407,93,9
49035113406,49035113522,119,11
49035113406,49035113307,68,8
49035113406,49035113539,87,11
49035113406,49035113410,27,4
49035113406,49035113802,93,11
49035113406,49035113505,60,8
49035113406,49035113411,36,6
49035113406,49035113305,93,9
49035113406,49035113412,54,6
49035113406,49035113510,113,12
49035113406,49035113600,94,10
49035113512,49035113520,97,10
49035113512,49035113310,99,11
49035113512,49035111702,115,10
49035113512,49035113309,110,13
49035113512,49035111500,118,12
49035113512,49035113512,3,3
49035113512,49035113533,104,10
49035113512,49035111906,80,10
49035113512,49035113513,81,9
49035113512,49035112202,103,12
49035113512,49035113509,56,10
49035113512,49035113306,78,10
49035113512,49035113537,114,11
49035113512,49035111701,95,10
49035113512,49035111905,79,10
49035113512,49035113522,97,10
49035113512,49035113515,70,11
49035113512,49035112100,48,7
49035113512,49035111600,63,9
49035113512,49035113511,44,7
49035113512,49035112001,71,9
49035113512,49035112002,94,10
49035113512,49035113514,42,8
49035113512,49035113305,100,12
49035113512,49035111903,109,13
49035113512,49035111904,96,12
49035113512,49035112201,94,11
49035113512,49035112301,112,12
49035113512,49035113510,63,9
49035113101,49035113108,67,7
49035113101,49035113702,114,10
49035113101,49035112907,114,9
49035113101,49035113010,118,12
49035113101,49035113527,98,10
49035113101,49035113101,0,0
49035113101,49035113020,105,10
49035113101,49035112913,86,7
49035113101,49035112920,80,8
49035113101,49035113528,86,8
49035113101,49035113008,76,7
49035113101,49035113701,104,9
49035113101,49035112918,96,9
49035113101,49035113535,88,9
49035113101,49035112904,89,10
49035113101,49035112921,64,6
49035113101,49035112917,81,9
49035113101,49035113102,38,4
49035113101,49035112905,107,9
49035113101,49035114200,120,12
49035113101,49035112916,51,6
49035113101,49035113007,69,7
49035113101,49035112912,64,6
49035113101,49035114300,65,8
49035113101,49035115209,117,13
49045131002,49045131200,37,4
49045131002,49045131002,0,0
49045131002,49045130900,39,5
49045131002,49045131001,44,6
49045131002,49045131100,79,9
49035100307,49035100500,47,6
49035100307,49035100600,61,7
49035100307,49035100307,0,0
49035100307,49035102702,92,10
49035100307,49035114700,49,10
49035100307,49035100800,113,12
49035100307,49035100700,95,9
49035100307,49035100100,108,12
49035100307,49035102701,99,10
49035100307,49035100308,16,3
49035100307,49035102500,110,12
49035100307,49035102600,97,9
49035113533,49035113521,78,7
49035113533,49035113520,89,8
49035113533,49035113310,115,8
49035113533,49035112914,43,4
49035113533,49035113702,101,10
49035113533,49035112907,42,3
49035113533,49035113527,119,11
49035113533,49035113512,104,11
49035113533,49035113533,0,0
49035113533,49035112501,118,7
49035113533,49035112913,69,6
49035113533,49035113513,40,4
49035113533,49035112202,85,9
49035113533,49035113509,107,10
49035113533,49035113306,102,8
49035113533,49035112920,104,8
49035113533,49035113532,52,6
49035113533,49035113537,103,9
49035113533,49035113701,87,8
49035113533,49035113523,78,8
49035113533,49035113522,60,7
49035113533,49035112918,98,7
49035113533,49035113515,49,5
49035113533,49035112100,91,8
49035113533,49035113511,72,7
49035113533,49035112904,70,7
49035113533,49035112002,118,9
49035113533,49035112917,91,8
49035113533,49035112905,41,4
49035113533,49035114200,99,9
49035113533,49035113514,78,9
49035113533,49035112403,97,8
49035113533,49035112916,115,10
49035113533,49035112302,115,8
49035113533,49035112404,99,6
49035113533,49035112201,62,7
49035113533,49035112912,92,8
49035113533,49035112301,118,9
49035113533,49035113510,74,7
49035113533,49035113600,108,9
49035111906,49035111801,52,6
49035111906,49035103300,116,10
49035111906,49035111702,42,5
49035111906,49035111500,92,9
49035111906,49035113512,80,10
49035111906,49035111906,1,1
49035111906,49035103100,108,11
49035111906,49035103200,93,10
49035111906,49035112202,99,10
49035111906,49035113509,91,9
49035111906,49035113306,113,10
