GEOID,total_hhsE,no_vehE,avg_hh_sizeE,hh_1personE,hh_2personE,hh_3personE,hh_4person_plusE,inc_quint_1,inc_quint_2,inc_quint_3,inc_quint_4,inc_quint_5,inc_lt_10kE,inc_btw_10k_15kE,inc_btw_15k_20kE,inc_btw_20k_25kE,inc_btw_25k_30kE,inc_btw_30k_35kE,inc_btw_35k_40kE,inc_btw_40k_45kE,inc_btw_45k_50kE,inc_btw_50k_60kE,inc_btw_60k_75kE,inc_btw_75k_100kE,inc_btw_100k_125kE,inc_btw_125k_150kE,inc_btw_150k_200kE,inc_gt_200kE,total_emp,basic_emp,retail_emp,service_emp,hbo_prod,hbw_prod,nhb_prod,hbo_attr,hbw_attr,nhb_attr,hbo_attr_bal,hbw_attr_bal,nhb_attr_bal
49035113523,1794,28,3.15,327,494,269,704,344,792,266,276,116,78,10,16,107,61,72,89,159,102,253,189,266,200,76,64,52,707,148,93,466,10293.978710014566,2111.9190774893377,5051.121118694533,3771.6,848.4,2239.9,3013.12900330468,419.61902103533646,1818.1409608864572
49035114700,1487,82,3.04,350,496,197,444,226,677,262,266,56,16,33,39,25,38,75,66,67,43,191,310,262,213,53,48,8,1839,1054,34,751,7862.410051004262,1650.107911950208,3945.5605213595063,4692.799999999999,2206.7999999999997,2630.3999999999996,3749.0751369997347,1091.4842711230322,2135.1122744389195
49035113904,1610,8,3.29,239,500,224,647,327,690,257,268,68,54,43,12,90,74,54,9,122,52,188,319,257,184,84,68,0,271,46,34,191,9431.974371127526,1920.7512040562478,4491.179186341595,2113.3,325.2,1416.1999999999998,1688.3141167366055,160.8440660545632,1149.538474399482
49035100800,1420,211,1.77,700,545,131,44,445,559,127,158,131,72,54,54,75,96,94,83,59,80,134,203,127,125,33,65,66,1176,81,84,1011,5208.676285789164,1079.324979849697,2831.2738357762782,5294.799999999999,1411.2,2702.7,4230.012579991944,697.9801538013519,2193.7986405588763
49035113407,2827,103,3.5,401,604,598,1224,351,782,649,792,253,53,24,66,56,74,78,63,56,155,240,268,649,548,244,198,55,2650,1075,762,813,17158.485469922856,3440.250236148464,8281.2192973257,11977.7,3180,6953.3,9568.977426790345,1572.8294282088284,5644.0374763747495
49035113526,1403,9,4.23,84,304,240,775,176,553,315,285,74,10,0,20,0,86,60,63,32,56,143,259,315,164,121,25,49,1071,511,10,550,9257.099496950994,1865.8832472834745,4419.842273826745,3348.8,1285.2,1914.3,2675.354334040384,635.6604972119454,1553.8493867694738
49035111701,2153,271,2.87,525,569,398,661,1065,595,243,169,81,111,215,205,195,149,190,114,155,124,144,58,243,68,101,43,38,1272,210,323,739,11538.12187730489,2008.2620865647677,5033.164013139916,6953.8,1526.3999999999999,3949.5,5555.386696144895,754.9581255402376,3205.834066262361
49035114500,2279,58,3.74,365,541,419,954,397,786,551,350,195,22,44,64,36,124,107,115,138,50,229,254,551,228,122,91,104,63805,39077,3321,21407,13515.297794789663,2638.5944111607423,6819.169648565363,131770.1,76566,66484.40000000001,105271.05474556105,37869.57798749596,53965.80691100476
49035111905,1534,131,2.36,474,544,217,299,616,450,183,131,154,99,92,109,95,146,75,57,90,24,123,156,183,75,56,95,59,2032,168,309,1555,7335.681700905982,1359.5612692655855,3570.0467626160707,9229.5,2438.4,4633.7,7373.442076572422,1206.0337351397507,3761.2035226838584
49035110102,1572,9,2.6,300,676,249,347,147,330,114,294,687,9,23,35,29,17,34,44,51,25,87,123,114,183,111,138,549,3460,90,13,3357,8274.604488125857,1838.1594644341349,5013.3828129929325,13022.1,4152,5749.0999999999995,10403.347967423342,2053.5810647556777,4666.580739422442
49035111002,2316,104,2.4,792,813,266,445,309,602,215,569,621,76,39,27,91,48,28,23,30,118,136,295,215,330,239,290,331,12054,2338,343,9373,10716.89606210758,2389.250925529557,6017.8189305521955,38944.5,14464.8,17292.899999999998,31112.73795450183,7154.296576463856,14036.756025944644
49035110800,2174,121,2.6,612,815,239,508,413,795,282,242,442,70,81,68,0,72,122,98,117,131,212,237,282,156,86,103,339,24031,298,421,23312,10716.681742795781,2256.3569907028877,5997.242661954003,86858.8,28837.2,36068.9,69391.4438095876,14262.892071428814,29277.35367834168
49035113906,1452,166,2.83,445,338,274,395,488,702,92,106,64,94,99,85,37,87,86,43,127,89,182,261,92,89,17,54,10,6657,5320,198,1139,7355.485687808844,1452.6420940796645,3586.565375988093,10390.099999999999,7988.4,6056.4,8300.64472829461,3951.066227768366,4916.018088089976
49035113522,1071,0,3.21,187,395,196,293,139,264,278,205,185,12,30,24,14,50,9,40,9,16,56,143,278,159,46,99,86,325,39,38,248,5884.427904534829,1171.1335517886907,3181.551239388681,1964.1999999999998,390,1187.9,1569.198215158302,192.8941751576865,964.2259241202834
49035111305,1416,51,2.77,257,531,249,379,230,365,217,239,365,80,0,26,41,25,58,52,51,77,91,94,217,159,80,212,153,1206,91,128,987,7710.641495178359,1587.8374685829526,4245.556005844892,5584.6,1447.2,2878.5,4461.533628130056,715.7857699697536,2336.496609630638
49035111001,1436,25,2.91,255,501,315,365,180,308,118,285,545,70,35,15,6,41,13,32,27,58,62,129,118,176,109,197,348,1226,109,283,834,7878.148616505047,1684.9426621305897,4548.532290200687,6377.700000000001,1471.2,3413.8,5095.140747793048,727.6561807486881,2771.002996684757
49035110401,1391,266,2.4,564,327,196,304,345,378,167,232,269,32,47,54,116,75,21,27,51,91,87,122,167,143,89,74,195,2207,191,316,1700,6298.081452806088,1277.1788700205066,3414.795136988614,9711.8,2648.4,4795.3,7758.751260551064,1309.899829455428,3892.375262171895
49035101600,1732,370,2.07,807,485,270,170,724,472,134,237,165,242,95,120,74,91,102,92,65,69,104,142,134,97,140,88,77,836,23,151,662,6979.420011680033,1302.1262415396193,3389.9252726162886,4813.9,1003.1999999999999,2687.2,3845.8218551830514,496.1831705594643,2181.217192773823
49035113307,1896,54,3.48,414,464,225,793,508,872,211,243,62,80,179,124,59,10,56,48,168,118,300,238,211,159,84,30,32,9391,6140,157,3094,10698.40234934972,2163.5188607623118,5000.633261493404,17773,11269.199999999999,9277.099999999999,14198.839159967672,5573.75138124872,7530.280596562234
49035113525,1895,21,4.53,82,364,286,1163,59,592,354,642,248,9,0,7,0,43,0,41,108,87,125,231,354,471,171,98,150,2885,2185,22,678,12860.967810932034,2737.7829009623783,6076.337401325975,5413.8,3462,3282.1,4325.0816094206375,1712.3067548613094,2664.1012758272427
49035113534,2038,40,3.82,185,430,409,1014,88,531,447,681,291,0,0,20,10,6,52,33,93,23,174,208,447,406,275,237,54,277,94,25,158,13030.340002844365,2716.584905230367,6370.347524644546,2255.3999999999996,332.4,1608.5,1801.8377224661613,164.40518928824358,1305.62959756501
49035112918,1727,29,3.2,313,511,300,603,243,845,262,231,146,54,30,0,23,55,81,156,33,98,270,288,262,102,129,111,35,4097,875,797,2425,9776.166452959551,2048.358535859367,5072.797792540377,17003.7,4916.4,8614.6,13584.24584619042,2431.6536480647433,6992.525167039812
49035113535,2071,32,3.99,71,498,264,1238,55,471,426,757,362,0,0,0,10,21,24,15,10,33,151,262,426,536,221,220,142,666,68,179,419,13957.003036018798,2965.913318108866,6636.422198702677,4467.4,799.1999999999999,2704.5,3569.0032106700937,395.2846789385206,2195.25971191456
49035102900,2470,643,2.12,1138,781,289,262,1221,795,374,45,35,249,268,331,143,118,112,99,156,110,141,289,374,14,31,26,9,11050,3838,2922,4290,9906.663976114849,1661.2595124670463,4773.030804906366,43975.4,13260,23140.4,35131.92098099603,6558.401955361342,18783.20866614446
49035113539,1232,17,4.05,45,305,308,574,80,443,239,352,118,8,11,29,0,19,13,39,75,11,91,227,239,302,50,92,26,290,73,53,164,8081.559611416445,1676.8327668425925,3925.3149133135694,1932.7,348,1254.3999999999999,1544.0328838389423,172.12095629455104,1018.2043936497038
49035113515,2187,108,2.81,441,917,259,570,461,754,371,442,159,60,0,60,131,99,111,115,81,92,214,252,371,252,190,80,79,1712,61,531,1120,11538.824661401879,2364.3520676403937,5599.213383139932,9954,2054.4,5406.4000000000005,7952.244696917697,1016.1071626767979,4388.408987426466
49035104300,1241,26,2.38,426,384,191,240,194,375,143,371,158,40,0,47,42,32,33,51,74,33,171,46,143,228,143,98,60,1532,21,158,1353,5812.574887464831,1262.2316268035231,2925.667187578503,6946.1,1838.3999999999999,3391.8999999999996,5549.235170711274,909.2734656663868,2753.22662852394
49035112614,1147,48,3.31,179,375,167,426,175,197,177,270,328,0,39,9,70,37,20,10,59,11,47,70,177,123,147,164,164,435,72,4,359,6608.472249608364,1363.8665850948578,3474.6685380450335,2143.4,522,1245.6,1712.3609888862159,258.1814344418265,1011.0613781330286
49035112100,3486,231,2.59,1001,1332,436,717,782,1335,732,351,286,157,130,93,118,192,92,134,275,58,406,462,732,227,124,215,71,15896,3190,1372,11334,16936.527766944902,3357.312212653981,9042.867955723443,55867,19075.2,26002.6,44632.113168846794,9434.602487097185,21106.47446294307
49035112619,1047,5,3.03,161,421,107,358,105,165,171,279,327,24,0,13,28,40,0,0,0,23,79,63,171,104,175,175,152,327,59,11,257,5890.97965003159,1259.0314858405,3165.1724248854143,1766.1,392.4,1069.1999999999998,1410.9362426387727,194.08121623557994,867.8763852760388
49045131001,770,12,3.97,56,166,137,411,68,212,184,195,111,13,8,16,22,2,7,25,30,33,43,81,184,96,99,60,51,346,20,70,256,5017.490359817656,1016.6378493912321,2482.027378505767,2037,415.2,1159.4,1627.358091985267,205.3581064755678,941.0922943219601
49035115106,4264,21,4,395,937,679,2253,201,860,607,1503,1093,13,36,18,0,54,80,101,33,108,129,489,607,846,657,519,574,1738,524,84,1130,27328.100406392325,5880.324625376879,13557.224982096113,8012.199999999999,2085.6,4797.200000000001,6400.941828475383,1031.5386966894127,3893.91750415845
49035103500,1666,32,2.29,520,626,261,259,277,436,215,313,425,40,32,45,61,70,29,76,90,31,78,161,215,222,91,174,251,541,55,45,441,7811.45709301673,1656.585053873963,4476.027311705262,3126.2,649.1999999999999,1856,2497.5193260502415,321.09461157017967,1506.5269089715007
49035113410,1665,52,4.1,209,425,252,779,371,590,308,297,99,7,53,35,73,113,90,65,62,79,138,246,308,207,90,72,27,1231,74,501,656,10202.891018261069,2014.2159611685984,4779.595385272336,7721.700000000001,1477.2,4309.1,6168.861550752399,730.6237834434219,3497.7236548755895
49035104800,1944,34,2.7,537,664,251,492,383,431,421,493,216,106,62,45,82,14,74,65,32,113,72,149,421,257,236,111,105,727,106,135,486,9772.158984926704,1953.694534124867,4842.550419984873,4270,872.4,2534.2999999999997,3411.3004677354397,431.4894318142711,2057.1072981715915
49035112611,2364,42,3.09,337,820,414,793,255,760,315,614,420,31,0,41,67,54,62,57,55,57,244,347,315,354,260,338,82,2006,185,116,1705,13600.579186201296,2912.7773268438855,6921.755071856073,8726.2,2407.2,4443.1,6971.35600504754,1190.6022011271357,3606.4923002431437
49035111600,3067,377,2.09,1227,1042,593,205,1263,932,419,343,110,274,164,92,55,367,311,233,157,76,330,136,419,181,162,39,71,17989,8925,1722,7342,12934.460613487989,2320.3499624521896,6264.801359397533,48556.2,21586.8,24674.9,38791.51938441581,10676.840975112684,20028.7719968647
49035113511,1210,28,3.06,180,498,126,406,221,401,197,266,125,49,28,37,75,10,22,11,70,62,124,134,197,178,88,100,25,543,54,114,375,6810.793496006936,1415.3228488760458,3287.188210812283,3154.9,651.6,1813.8000000000002,2520.4477390301026,322.28165264807313,1472.2729027438081
49035113802,1155,41,3.7,174,287,201,493,322,542,194,83,14,30,47,82,51,66,46,91,49,105,166,131,194,55,28,14,0,651,294,28,329,6894.345406566414,1330.609188373074,3292.7681470547045,2401,781.1999999999999,1432.2,1918.1574761200914,386.38187085431974,1162.5257753388917
49035980000,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25018,12934,542,11542,0,0,0,54003.6,30021.6,25173.199999999997,43143.44401391043,14848.696843369235,20433.24525049643
49035112820,2721,55,3.2,330,908,578,905,328,548,330,671,844,135,56,29,38,70,0,21,20,136,84,287,330,309,362,298,546,2270,94,18,2158,15972.89348199822,3356.102441346541,8576.444348818368,9674.7,2724,4785.4,7729.1120925527075,1347.291623409072,3884.339369715635
49035110702,1693,36,2.93,315,583,285,510,287,523,178,255,450,33,32,35,51,83,53,23,59,68,186,187,178,120,135,213,237,1460,579,63,818,9326.849757170468,1957.488321540688,5116.104203900987,4982.6,1752,2746.6,3980.596185137846,866.5399868622225,2229.432547511381
49035113505,1950,79,3.36,314,560,425,651,450,765,303,350,82,70,46,44,112,80,98,110,60,111,259,225,303,193,157,58,24,761,35,252,474,11214.886245416747,2223.5386771494987,5342.108973898362,5165.3,913.1999999999999,3035.5,4126.555106790132,451.66913013845976,2463.9345000985936
49035113107,8101,64,3.85,900,1716,1250,4235,628,2292,1503,2397,1281,161,0,79,183,115,90,302,366,229,345,1050,1503,1174,1223,958,323,4308,837,616,2855,51248.65991894014,10749.234595934868,25026.072683656927,21423.5,5169.5999999999995,12171.3,17115.22144508904,2556.886481782503,9879.520995239669
49045130702,4831,91,3.61,400,1018,1060,2353,258,1053,1427,1513,580,40,43,61,0,20,94,95,105,100,312,441,1427,865,648,461,119,3259,1226,213,1820,31012.072378551075,6203.274379129665,15305.0717154425,12399.099999999999,3910.7999999999997,7060.7,9905.63363688489,1934.2834364273856,5731.214733930536
49035113803,2200,0,4.14,202,485,275,1238,292,712,418,538,240,0,37,98,142,0,15,79,98,28,152,355,418,418,120,240,0,1488,135,257,1096,14196.93231997788,2913.5936396180064,6718.336475317773,7629.3,1785.6,4129.8,6095.043245548944,883.1585619527308,3352.1847137233317
49035111802,1230,149,2.08,529,402,152,147,448,365,226,139,52,101,88,122,57,23,57,26,19,64,145,111,226,41,98,30,22,2366,150,745,1471,5113.041312408777,934.6297283869175,2552.857769336039,12372.5,2839.2,6373.9,9884.382912659654,1404.2695951479577,5173.734841106383
49035110600,1867,34,3,283,744,225,615,243,396,205,433,590,10,52,23,8,83,67,20,55,50,82,189,205,244,189,214,376,661,66,15,580,10505.970497558052,2260.760938354598,5650.874296835335,3509.1,793.1999999999999,2035.7,2803.4179089766817,392.31707624378697,1652.3905326472434
49035112816,1681,69,3.47,243,420,209,809,84,445,144,331,677,0,32,44,0,8,0,28,43,73,99,202,144,220,111,246,431,5057,1440,494,3123,10189.32434368997,2250.4694182030807,5785.216439641745,17264.8,6068.4,8422.6,13792.838481348668,3001.4333654536017,6836.677555766898
49035112617,1058,16,3.3,100,342,192,424,106,147,128,260,417,48,0,8,0,35,15,22,17,7,35,66,128,82,178,271,146,949,68,32,849,6448.132777020745,1362.1200681796345,3536.711443910658,4028.5,1138.8,2007.7999999999997,3218.366260953681,563.2509914604447,1629.7439266341478
49035112605,3068,189,2.44,805,1176,555,532,497,1052,606,634,279,161,15,65,51,125,80,189,56,130,377,300,606,312,322,210,69,17568,4910,1182,11476,15142.23982288958,3107.722114006772,7929.868033122558,55679.4,21081.6,25917.6,44482.239640100386,10426.968828216111,21037.47942670246
49035113012,1646,48,3.55,213,554,221,658,204,154,184,456,648,34,34,22,18,36,60,22,21,41,44,26,184,264,192,319,329,9162,1796,455,6911,9724.72685414767,2064.6436290499705,5207.46312756577,30419.9,10994.4,13699.5,24302.4400698982,5437.835177829918,11119.970576215017
49035100700,1647,165,1.88,814,534,145,154,503,488,163,279,214,102,56,78,87,98,82,56,55,88,89,200,163,197,82,144,70,1488,60,42,1386,6299.269084015091,1291.4650395692292,3317.2413747464943,6398.7,1785.6,3156,5111.917635339287,883.1585619527308,2561.7451102985215
49035100100,774,131,2.33,221,365,87,101,272,233,132,76,61,93,14,33,24,59,49,4,17,45,71,96,132,52,24,46,15,6135,1708,314,4113,3594.694079617315,678.1660016700163,1790.4321198110024,18770.5,7362,8552.4,14995.741318414068,3641.2485064381744,6942.037034637856
49035112904,1968,92,3.48,328,482,338,820,347,719,290,500,112,63,42,32,34,75,101,20,72,154,178,295,290,414,86,100,12,443,59,56,328,11583.72033416266,2384.013711913828,5378.500095831527,3037.3,531.6,1932.7,2426.4971687711595,262.9295987534004,1568.7847828497947
49035102701,1735,68,3.25,349,444,328,614,566,814,177,160,18,23,26,94,94,209,120,151,228,77,201,157,177,106,54,9,9,137,21,8,108,9769.071794941827,1900.6601016617096,4539.286795147836,1674.4,164.4,1240.3,1337.677167020192,81.3123138357017,1006.7593346968491
49035112921,1209,14,3.41,214,333,247,415,158,428,237,239,147,15,4,36,17,27,59,73,25,25,126,179,237,161,78,44,103,2171,487,761,923,6895.966925731861,1407.8373683195853,3566.468754376023,10810.1,2605.2,5837.8,8636.18247921941,1288.5330900533459,4738.579089005294
49035112613,1564,30,3.28,203,548,210,603,137,335,296,367,429,44,9,13,9,31,31,40,24,41,94,136,296,191,176,280,149,1971,334,425,1212,9178.92094882797,1929.2830115390616,4934.085621653709,9140.6,2365.2,4799.7,7302.419919293339,1169.8289822640004,3895.946769930232
49035114100,1326,48,2.26,534,454,95,243,236,391,179,243,277,65,29,35,16,44,47,106,67,28,90,100,179,150,93,84,193,5093,641,1085,3367,5755.79975403214,1242.8395184303802,3253.5927914423983,22275.4,6111.5999999999995,10929.4,17795.8038498815,3022.800104855684,8871.462930448879
49035112001,1513,67,2.23,539,517,273,184,420,614,199,159,121,109,61,86,29,110,25,86,126,62,198,142,199,75,84,72,49,1766,163,382,1221,6791.028491729503,1350.427925647476,3607.3527701773833,8655.5,2119.2,4494.0999999999995,6914.873816975198,1048.157271779921,3647.889321987511
49035112002,2033,216,2.34,631,835,325,242,545,700,366,263,159,103,87,87,68,78,122,169,58,69,191,213,366,173,90,106,53,3059,282,327,2450,9355.635462703776,1830.7529029497694,4887.771998088014,12942.3,3670.7999999999997,6327.7,10339.595794747629,1815.57932863804,5136.234009643838
49035110500,2157,15,2.77,483,685,373,616,322,513,347,500,475,38,84,65,45,53,37,53,36,49,149,226,347,236,264,220,255,1034,116,76,842,11539.316611442835,2390.29765847848,6128.043306975632,5176.5,1240.8,2888.2,4135.502780148127,613.7002372709164,2344.3701608251554
49035112810,3156,39,3.94,132,849,644,1531,174,561,556,803,1062,28,30,71,14,16,15,102,71,10,60,318,556,482,321,590,472,3768,2075,147,1546,20596.319150352978,4296.138611466393,11055.798767797223,10307.5,4521.5999999999995,5786.4,8234.655637279402,2236.38539075127,4696.857384737441
49035114600,2052,22,3.32,249,669,340,794,124,425,352,566,585,0,0,0,40,55,29,57,26,126,71,145,352,288,278,269,316,1414,573,157,684,12202.20575448311,2600.2484109089746,6526.650978139962,5550.299999999999,1696.8,3213.2,4434.131378471196,839.2380420706729,2608.1747111569102
49035112616,1434,97,3.13,226,490,155,563,124,329,194,299,488,11,0,13,0,73,27,57,35,18,85,134,194,164,135,206,282,798,55,44,699,8256.957638711976,1783.9655835224944,4594.135108163312,3858.4,957.5999999999999,2073.3,3082.473471829138,473.6293900794887,1682.910689854856
49035111304,1277,8,2.73,279,517,129,352,119,332,139,267,420,0,0,31,55,27,6,32,11,55,152,82,139,145,122,180,240,683,161,199,323,6685.561875485385,1484.879856497165,3819.02782313619,3808.7,819.6,2234.2,3042.768171303037,405.374528100615,1813.5142349267924
49035110701,1438,29,2.92,319,362,417,340,317,427,209,277,208,53,17,19,50,91,87,33,30,90,177,97,209,198,79,89,119,697,70,20,607,7761.322998508607,1523.4207250256732,4004.4612666726853,3348.1,836.4,1841.6,2674.7951044555093,413.68381564586923,1494.8383381260319
49035112917,1248,32,3.25,146,439,224,439,184,445,130,340,149,19,42,52,0,41,30,66,68,37,121,153,130,219,121,95,54,1549,102,157,1290,7347.113507878185,1566.3092830436433,3509.3591427771726,6778.799999999999,1858.8,3343.7,5415.579299926228,919.3633148284812,2714.1023844439687
49035101700,1991,261,1.84,931,771,189,100,662,764,306,149,110,131,71,79,154,148,79,118,71,99,233,243,306,101,48,46,64,1257,67,91,1099,7578.978176771737,1470.7141702085278,4085.5661835173414,6051.5,1508.3999999999999,3194.3999999999996,4834.539761241455,746.0553174560366,2592.9146325531037
49035112814,1435,94,3.1,117,572,231,515,222,182,142,242,647,61,28,9,55,10,59,0,18,9,57,98,142,152,90,224,423,477,110,11,356,8603.259394178376,1795.0419266090476,4879.867336153162,2419.9,572.4,1466.1,1933.2566749117075,283.10929707758913,1190.0426192042655
49035113102,1040,0,3.71,35,297,289,419,98,233,266,218,225,0,0,13,13,19,53,0,0,6,75,152,266,161,57,111,114,2306,236,242,1828,6699.438780630985,1319.5890378016934,3554.999273738187,9324,2767.2,4438.6,7448.938070530501,1368.658362811154,3602.839621853935
49035104400,671,25,2.73,140,283,69,179,64,122,59,122,304,19,0,7,0,38,0,26,25,6,23,42,59,45,77,72,232,332,24,45,263,3520.468195545433,782.0912487335596,2134.5830869368433,1785,398.4,994.3,1426.0354414303888,197.0488189303136,807.0795827534284
49035102100,1213,283,1.46,839,298,46,30,486,394,100,142,91,162,97,10,132,35,50,55,114,76,63,86,100,104,38,60,31,4535,349,65,4121,3541.1141759666502,694.7711114795691,1879.9796013083862,16062.9,5442,6977.2,12832.641284118874,2691.61564412341,5663.437257152992
49035112502,2534,57,2.35,1015,700,383,436,463,1161,410,373,127,124,132,31,49,16,111,144,271,139,140,467,410,207,166,72,55,8621,991,1714,5916,11237.60727231725,2351.994129795745,6072.004697513163,37571.1,10345.199999999999,18354.1,30015.529508977743,5116.740566259739,14898.138760750979
49035103000,1197,69,2.77,275,404,258,260,290,286,218,292,111,77,24,16,81,47,45,53,65,0,97,71,218,136,156,36,75,1008,15,345,648,6237.087733644867,1215.3032345472095,3012.086354407659,6014.4,1209.6,3254.3999999999996,4804.900593243097,598.2687032583015,2641.6170110758894
49035111202,1709,117,2.61,565,560,197,387,313,533,285,322,256,84,36,31,49,33,80,92,84,37,214,106,285,203,119,163,93,3198,226,923,2049,8129.519267687244,1690.6761985866115,4345.055957925823,16279.2,3837.6,8345.1,13005.443225845145,1898.0786835516353,6773.770316841633
49035110103,1421,21,2.63,246,567,292,316,148,272,192,255,554,71,0,19,28,9,21,48,41,19,49,115,192,110,145,213,341,303,16,28,259,7666.995064558536,1623.7079892286167,4584.0114206875205,2147.6,363.59999999999997,1354.8,1715.7163663954636,179.8367233008585,1099.6997070444984
49035102802,1336,114,4.05,170,240,223,703,325,434,264,233,80,96,57,24,81,18,49,150,69,33,30,152,264,171,62,72,8,6766,2561,942,3263,8417.987709632476,1622.4243433372594,3899.888259850066,22061.2,8119.2,11077.7,17624.679596909853,4015.75996651356,8991.838976031031
49035112813,1621,19,3.23,156,625,272,568,168,295,172,450,536,20,10,21,50,48,19,16,28,28,113,110,172,221,229,167,369,583,144,35,404,9619.669025582003,2069.2628950464346,5091.985946509903,2943.5,699.6,1774.6999999999998,2351.5604043979547,346.0224742059423,1440.535186073126
49035112804,1752,38,3.27,138,662,361,591,192,309,256,690,305,36,9,27,47,40,33,15,40,41,74,139,256,346,344,209,96,1006,142,71,793,10534.841258914435,2226.8962555477096,4943.243749006221,4697.7,1207.2,2566.1,3752.989744093858,597.0816621804081,2082.919558788668
49035112905,1683,19,3.39,208,572,318,585,277,352,164,443,447,36,48,62,0,57,74,59,64,15,103,111,164,259,184,294,153,205,82,4,119,9876.193876956664,2069.306100081522,5016.091699753478,1685.6,246,1236.1999999999998,1346.6248403781865,121.67171048407918,1003.4313388311253
49035102801,1820,63,3.73,284,548,209,779,451,791,296,149,133,77,100,123,24,40,87,164,69,108,234,216,296,119,30,62,71,2078,1495,73,510,10679.0416643292,2121.785334094578,5250.100842142333,4718.7,2493.6,2896.6,3769.766631640098,1233.3356799313003,2351.1884938183453
49045130701,1132,6,3.82,143,303,164,522,114,284,216,344,174,61,21,0,10,14,8,0,57,63,76,88,216,166,178,110,64,1301,434,314,553,6902.6286390867235,1440.092649613686,3349.1641988542974,5669.299999999999,1561.2,3146.2,4529.200407899889,772.1702211696928,2553.790388473133
49035112812,1864,109,3.05,316,588,363,597,321,627,310,416,190,86,55,0,49,93,38,62,125,61,170,209,310,267,149,108,82,1081,77,326,678,10537.152740186793,2150.272354561272,5199.66354668821,6470.1,1297.2,3638.2999999999997,5168.959052996503,641.5957026014127,2953.231062990846
49035110300,2324,28,2.6,514,978,367,465,303,664,396,561,400,59,38,44,32,98,32,42,99,54,298,171,396,420,141,219,181,1009,135,322,552,11871.742782890224,2515.1435159715597,6296.823296127124,6358.1,1210.8,3748.1000000000004,5079.482319416557,598.8622237972482,3042.356415687544
49035114200,1700,15,3.1,257,649,269,525,307,477,301,405,210,38,26,63,52,72,56,36,42,59,152,188,301,234,171,145,65,1884,296,142,1446,9569.251137316525,1951.3470836149613,4684.1223874680045,7651,2260.7999999999997,3859.8,6112.379362680058,1118.192695375635,3133.0240103707965
49035113411,758,19,4.02,79,167,154,358,107,167,249,153,82,8,6,39,6,24,24,26,13,11,28,89,249,99,54,71,11,459,18,157,284,4764.599795374394,900.5347577385836,2395.0205823922925,2856,550.8,1599.3,2281.6567062886215,272.42592737654803,1298.1618995248496
49035102000,1453,221,1.84,737,507,118,91,607,461,156,127,102,141,100,68,97,129,72,66,94,42,201,58,156,46,81,30,72,2653,189,851,1613,5360.905151627436,1003.9305581581267,2700.7566464507654,13943.300000000001,3183.6,7224.2,11139.294101118398,1574.6099898256687,5863.928715405126
49035113514,2547,273,2.55,847,702,375,623,959,1033,364,138,53,190,61,244,143,195,126,255,168,68,342,200,364,101,37,42,11,580,58,26,496,12342.639186928654,2291.8125389845472,5979.498099511681,3777.8999999999996,696,2373.8,3018.162069568552,344.24191258910207,1926.8284356231404
49035113011,1879,94,3.25,320,634,329,596,280,347,311,378,563,70,38,123,16,14,19,49,36,38,64,160,311,231,147,281,282,3563,447,437,2679,10547.409202984985,2159.116433537636,5786.137779329995,14675.5,4275.5999999999995,7155.4,11724.248246897294,2114.7136802671907,5808.083321365665
49035101000,1408,105,2.14,563,437,234,174,255,298,169,326,360,27,56,68,18,54,32,37,47,54,67,93,169,155,171,132,228,667,194,1,472,6096.1191775353545,1291.1710977556324,3491.423056353129,2781.8,800.4,1607.3,2222.3783702919077,395.8781994774674,1304.6555499945543
49035104900,1316,78,2.3,514,387,144,271,289,568,218,164,77,106,44,67,46,11,15,142,59,46,95,226,218,124,40,77,0,450,48,137,265,5917.5578173559525,1215.6884350096427,3138.2898816959614,3033.1,540,1828.5,2423.1417912619113,267.0842425260275,1484.2049854818906
49035112821,1888,72,3.5,185,563,243,897,225,262,109,416,876,89,7,27,35,30,37,6,42,54,90,70,109,192,224,248,628,544,125,20,399,11713.738529719567,2524.7137750555326,6453.990927528514,2973.6,652.8,1847.8999999999999,2375.607276547565,322.8751731870198,1499.9520878709243
49035112805,1503,18,3.51,205,398,283,617,46,394,246,460,357,42,0,0,0,0,4,45,53,67,117,112,246,270,190,215,142,2400,572,390,1438,9007.88352151586,1946.452465392504,4723.810813976011,9761.5,2880,5034,7798.456561077164,1424.4492934721466,4086.12955806171
49035104700,2145,91,2.44,619,757,318,451,362,527,509,488,259,102,95,38,26,24,77,56,51,75,154,191,509,311,177,108,151,667,90,41,536,10510.574922463724,2104.9756881523454,5500.168840799658,3784.9,800.4,2275.1,3023.7543654172987,395.8781994774674,1846.7130229531576
49035112403,3100,187,2.46,975,978,671,476,805,1276,366,335,318,190,70,157,159,105,124,154,97,152,378,495,366,240,95,126,192,9377,3275,1703,4399,14767.296104243323,2953.2380632079467,7877.98669699269,34164.2,11252.4,17660.2,27293.759119392762,5565.442093703466,14334.895753134966
49035103900,1505,31,2.83,290,541,296,378,248,333,236,259,429,61,44,13,51,35,44,39,12,109,48,125,236,142,117,186,243,436,23,111,302,8119.750484678592,1656.432914859713,4547.088046467512,3059,523.1999999999999,1859,2443.833285902274,258.77495498077326,1508.96202789764
