total_SOV_miles_HBO,total_HOV_miles_HBO,total_SOV_miles_HBW,total_HOV_miles_HBW,total_SOV_miles_NHB,total_HOV_miles_NHB
4351929.616488747,11167665.329886787,4753786.790858365,797373.5127443549,3124806.007431618,5232247.556141027
