fromId,toId,n_transit_HBO,n_SOV_HBO,n_HOV_HBO,n_walk_HBO,n_bike_HBO,n_transit_HBW,n_SOV_HBW,n_HOV_HBW,n_walk_HBW,n_bike_HBW,n_transit_NHB,n_SOV_NHB,n_HOV_NHB,n_walk_NHB,n_bike_NHB,routes
49035112822,49035112817,25,429,1091,14,0,0,122,22,0,0,5,306,505,41,0,48851
49035112822,49035112301,0,3,7,0,0,0,8,2,0,0,0,3,4,0,0,5907|27610
49035112822,49035103400,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5907|27613
49035112822,49035101500,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,5907|45418
49035112822,49035113510,0,1,2,0,0,1,5,1,0,0,0,1,2,0,0,5907|51572
49035112822,49035110402,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,5907|51295
49035112822,49035113600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5907|2053
49035112822,49035114300,0,0,1,0,0,0,8,2,0,0,0,1,2,0,0,5907|34522
49035112822,49035115209,0,1,2,0,0,0,17,3,0,0,0,2,4,0,0,5907|8246
49035113521,49035112822,0,1,2,0,0,0,3,1,0,0,0,1,2,0,0,2053|5907
49035113521,49035113520,25,175,444,13,0,1,14,2,0,0,4,77,127,28,0,87442
49035113521,49035112402,1,4,9,0,0,1,5,1,0,0,0,4,6,0,0,2053|5907|87444
49035113521,49035113310,6,36,92,1,0,1,11,2,0,0,1,27,44,4,0,87442
49035113521,49035111801,1,4,11,0,0,0,6,1,0,0,0,4,6,0,0,2053|5907|27613
49035113521,49035113538,0,1,2,0,0,0,1,0,0,0,0,1,2,0,0,51572
49035113521,49035112914,0,1,2,0,0,1,4,1,0,0,0,2,4,0,0,87442|34521
49035113521,49035103300,0,1,1,0,0,0,5,1,0,0,0,1,1,0,0,2053|5907|2022
49035113521,49035114000,14,104,264,0,0,7,91,17,0,0,2,58,96,0,0,2053|5907
49035113521,49035112823,0,2,6,0,0,0,8,1,0,0,0,3,5,0,0,2053|5907
49035113521,49035113108,0,1,2,0,0,0,2,0,0,0,0,1,2,0,0,51572|34505
49035113521,49035100500,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2053|41065|33606
49035113521,49035100600,0,2,6,0,0,1,7,1,0,0,0,3,4,0,0,2053|41065|33606
49035113521,49035112907,0,1,3,0,0,1,6,1,0,0,0,2,3,0,0,87442|34521
49035113521,49035104000,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2053|5907|2022
49035113521,49035113801,0,3,8,0,0,0,1,0,0,0,0,5,8,1,0,51572|34520
49035113521,49035111702,0,2,5,0,0,0,4,1,0,0,0,2,3,0,0,2053|5907|2328
49035113521,49035113413,0,2,5,0,0,0,2,0,0,0,0,3,4,0,0,87442|51294
49035113521,49035113010,0,3,8,0,0,0,11,2,0,0,0,4,6,0,0,2053|41065|45422
49035113521,49035113309,4,19,49,1,0,0,2,0,0,0,1,13,22,3,0,87442
49035113521,49035113527,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,51572|34505
49035113521,49035111500,2,26,66,0,0,0,35,6,0,0,0,19,32,0,0,2053|27610
49035113521,49035113406,2,12,31,0,0,0,3,1,0,0,0,11,18,1,0,51572|34505
49035113521,49035113512,5,55,139,1,0,1,13,2,0,0,1,28,46,1,0,51572
49035113521,49035113101,0,4,10,0,0,0,8,2,0,0,0,5,9,0,0,34504
49035113521,49035100307,0,2,4,0,0,0,11,2,0,0,0,3,4,0,0,2053|45407
49035113521,49035113533,3,22,56,1,0,0,3,1,0,0,1,14,23,2,0,2053|45407
49035113521,49035111906,0,4,9,0,0,0,2,0,0,0,0,3,6,0,0,2053|27610
49035113521,49035103600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2053|5907|45409
49035113521,49035103800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2053|5907|2022
49035113521,49035111201,0,3,7,0,0,0,3,1,0,0,0,2,4,0,0,2053|5907|2069
49035113521,49035103100,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,2053|5907
49035113521,49035112501,1,5,12,0,0,0,2,0,0,0,0,4,7,0,0,2053|44246
49035113521,49035101102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2053|5907|19936
49035113521,49035103200,1,5,13,0,0,1,14,3,0,0,0,4,6,0,0,2053|5907|2022
49035113521,49035112610,0,2,4,0,0,0,2,0,0,0,0,2,3,0,0,2053|44246
49035113521,49035101800,0,1,3,0,0,0,4,1,0,0,0,1,2,0,0,2053|8246
49035113521,49035112503,0,2,6,0,0,0,3,1,0,0,0,2,4,0,0,2053|44246
49035113521,49035113536,8,62,156,5,0,0,4,1,0,0,1,37,61,14,0,51572
49035113521,49035113308,2,17,42,0,0,0,4,1,0,0,0,12,19,1,0,87442
49035113521,49035112913,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2053|20161
49035113521,49035101900,0,2,5,0,0,2,11,2,0,0,0,1,2,0,0,2053|41065|45418
49035113521,49035113513,25,126,319,8,0,3,11,2,0,0,5,70,115,21,0,2053
49035113521,49035112202,4,26,66,0,0,1,16,3,0,0,1,19,31,0,0,2053|44246
49035113521,49035113509,2,19,47,0,0,0,3,1,0,0,0,13,22,0,0,2053|45407|51295
49035113521,49035102300,1,5,14,0,0,0,9,2,0,0,0,4,6,0,0,2053|5907
49035113521,49035113306,1,8,21,0,0,0,2,0,0,0,0,8,13,1,0,2053|45407|51295
49035113521,49035101101,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2053|41065|45418
49035113521,49035112920,0,1,2,0,0,0,3,1,0,0,0,1,2,0,0,2053|20161
49035113521,49035113528,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,51572|34505
49035113521,49035113532,5,25,62,2,0,0,1,0,0,0,1,14,24,8,0,2053
49035113521,49035113408,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,51572|34520|2332
49035113521,49035113008,0,1,4,0,0,0,3,0,0,0,0,2,3,0,0,87442|45424
49035113521,49035102702,0,1,3,0,0,0,3,1,0,0,0,1,2,0,0,2053|45407|45409
49035113521,49035101200,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,2053|41065|45418
49035113521,49035110900,0,1,3,0,0,0,2,0,0,0,0,1,2,0,0,2053|2343
49035113521,49035113903,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,51572|34520|2332
49035113521,49035103700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2053|5907|2022
49035113521,49035113409,0,1,2,0,0,0,3,1,0,0,0,2,3,0,0,51572|34520
49035113521,49035104100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2053|5907|2022
49035113521,49035112604,0,1,3,0,0,0,6,1,0,0,0,2,2,0,0,2053|5907|20201
49035113521,49035113905,0,1,2,0,0,0,3,1,0,0,0,2,3,0,0,51572|34520|2332
49035113521,49035112700,0,2,4,0,0,1,5,1,0,0,0,2,3,0,0,2053|5907
49035113521,49035111400,0,4,10,0,0,0,4,1,0,0,0,4,6,0,0,2053|27610
49035113521,49035101400,2,25,63,0,0,2,49,9,0,0,0,15,25,0,0,2053|8246
49035113521,49035114700,0,5,13,0,0,0,5,1,0,0,0,4,7,0,0,2053|45407|45407
49035113521,49035113904,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,51572|34520|2332
49035113521,49035100800,0,2,4,0,0,0,2,0,0,0,0,1,2,0,0,2053|41065|5907
49035113521,49035113407,0,3,8,0,0,0,7,1,0,0,0,6,9,0,0,51572|34520
49035113521,49035113526,0,4,9,0,0,0,4,1,0,0,0,4,7,0,0,2053
49035113521,49035111701,0,3,8,0,0,0,3,1,0,0,0,3,5,0,0,2053|27610
49035113521,49035111905,1,9,22,0,0,1,5,1,0,0,0,6,9,0,0,2053|2343
49035113521,49035111002,1,22,55,0,0,0,30,5,0,0,0,14,24,0,0,2053|5907|2069
49035113521,49035110800,4,35,89,0,0,5,58,11,0,0,1,21,35,0,0,2053|2343
49035113521,49035113522,4,23,59,2,0,0,1,0,0,0,1,14,23,8,0,2053
49035113521,49035111305,0,1,4,0,0,0,3,1,0,0,0,1,2,0,0,2053|5907|2069
49035113521,49035110401,0,3,7,0,0,0,5,1,0,0,0,2,4,0,0,2053|2343|32878
49035113521,49035101600,0,1,3,0,0,0,2,0,0,0,0,1,1,0,0,2053|41065|45418
49035113521,49035113307,4,44,112,1,0,1,32,6,0,0,1,32,53,2,0,51572|34505
49035113521,49035113534,0,1,2,0,0,0,1,0,0,0,0,2,3,0,0,2053
49035113521,49035112918,0,2,6,0,0,0,10,2,0,0,0,4,6,0,0,87442|45424
49035113521,49035113535,0,0,1,0,0,0,2,0,0,0,0,1,2,0,0,51572|34520
49035113521,49035102900,4,30,77,0,0,2,24,4,0,0,1,21,34,0,0,2053|5907
49035113521,49035113539,1,6,15,0,0,0,1,0,0,0,0,7,11,1,0,51572
49035113521,49035113515,13,71,180,2,0,1,5,1,0,0,3,40,67,5,0,2053
49035113521,49035104300,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2053|5907|2022
49035113521,49035112100,34,173,440,0,0,9,42,8,0,0,6,91,149,0,0,2053
49035113521,49035112619,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2053|2343|45418
49035113521,49035103500,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2053|5907|45409
49035113521,49035113410,4,29,73,1,0,0,5,1,0,0,1,26,42,4,0,87442|51294
49035113521,49035104800,0,1,2,0,0,0,2,0,0,0,0,1,1,0,0,2053|2343|32878
49035113521,49035112611,0,2,6,0,0,0,5,1,0,0,0,2,4,0,0,2053|5907|32878
49035113521,49035111600,8,73,187,0,0,3,47,9,0,0,1,46,76,0,0,2053|45407|51295
49035113521,49035113511,1,8,21,0,0,0,2,0,0,0,0,7,11,1,0,2053|45407
49035113521,49035113802,0,3,7,0,0,0,2,0,0,0,0,5,8,1,0,51572
49035113521,49035110702,0,1,3,0,0,0,3,1,0,0,0,1,2,0,0,2053|45407|51295
49035113521,49035113505,5,29,74,2,0,0,3,1,0,0,1,23,38,9,0,51572
49035113521,49035113803,2,17,43,1,0,0,6,1,0,0,1,17,29,2,0,2053
49035113521,49035111802,0,2,6,0,0,0,6,1,0,0,0,3,4,0,0,2053|5907|27613
49035113521,49035110600,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,2053|2343
49035113521,49035112617,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2053|5907|20201
49035113521,49035112605,2,18,46,0,0,3,39,7,0,0,1,16,27,0,0,2053|44246
49035113521,49035113012,0,6,16,0,0,0,20,4,0,0,0,6,11,0,0,2053|41065|45422
49035113521,49035100700,0,2,6,0,0,0,3,1,0,0,0,2,3,0,0,2053|5907|19936
49035113521,49035100100,1,13,32,0,0,0,14,3,0,0,0,8,14,0,0,2053|5907|19936
49035113521,49035112904,2,16,40,1,0,0,2,0,0,0,1,13,21,3,0,87442
49035113521,49035102701,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,2053|45407|45409
49035113521,49035112921,1,5,14,0,0,1,6,1,0,0,0,6,10,0,0,87442|45424
49035113521,49035112613,0,1,2,0,0,0,4,1,0,0,0,1,2,0,0,2053|5907|20201
49035113521,49035114100,1,9,22,0,0,1,11,2,0,0,0,6,10,0,0,2053|5907|2022
49035113521,49035112001,2,13,34,0,0,0,5,1,0,0,0,9,14,0,0,2053|2343
49035113521,49035112002,1,9,23,0,0,0,8,1,0,0,0,7,11,0,0,2053|44246
49035113521,49035110500,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2053|45407|51295
49035113521,49035112616,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2053|5907|20201
49035113521,49035110701,0,1,3,0,0,0,2,0,0,0,0,1,2,0,0,2053|2343|32878
49035113521,49035112917,0,2,6,0,0,0,4,1,0,0,0,3,4,0,0,2053|20161
49035113521,49035101700,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,2053|41065|45418
49035113521,49035113102,0,4,10,0,0,0,7,1,0,0,0,5,8,0,0,34504
