total_SOV_miles_HBO_alt,total_HOV_miles_HBO_alt,total_SOV_miles_HBW_alt,total_HOV_miles_HBW_alt,total_SOV_miles_NHB_alt,total_HOV_miles_NHB_alt
4351770.755713522,11167290.906831373,4753008.144953832,797285.6152211466,3124624.6660121544,5232186.1222613
