fromId,toId,transit_time,access_time,wait_time,ride_time,transfer_time,egress_time,combined_time,routes,n_rides,car_time,walk_time,bike_time
49035101800,49035100307,90,3.7,23.7,36.8,0,26.2,90.5,27613|33606,2,15,NA,65
49035101800,49035113533,98,17,19,50.3,1.8,10.8,98.8,27614|51295|45407,3,17,NA,NA
49035101800,49035111906,66,11.9,15,25.399999999999995,1.4,12.9,66.8,45409|27610,2,12,NA,56
49035101800,49035103600,33,12.8,8.8,4.2,0,7.3,33,45409,1,5,42,15
49035101800,49035103800,49,20.1,10.7,9.1,0,10,50,45418,1,7,72,24
49035101800,49035111201,82,20.1,14.7,37.800000000000004,3.1,6.7,82.5,45418|65123,2,19,NA,NA
49035101800,49035103100,41,17,11.6,6.9,0,5.9,41.4,27614,1,5,49,17
49035101800,49035112501,73,3.7,10.3,44.5,0,15.1,73.7,27613,1,19,NA,110
49035101800,49035101102,32,3.7,9.6,11.1,0,7.9,32.4,27613,1,7,55,19
49035101800,49035103200,45,17,11.6,10,0,6.5,45.1,27614,1,6,64,21
49035101800,49035112610,81,3.7,12.700000000000001,36,2.6,26.3,81.3,27613|45389|5907,3,22,NA,NA
49035101800,49035112503,79,3.7,12.700000000000001,36,2.6,24.8,79.8,27613|45389|5907,3,20,NA,119
49035101800,49035113536,104,40.9,11.8,37.7,3.3,11.2,105,39020|34504,2,20,NA,NA
49035101800,49035113308,77,3.7,16.700000000000003,34,2.6,20.7,77.7,27613|45389|39020,3,16,NA,92
49035101800,49035112913,93,14,20.6,43,1.4,14.7,93.7,8246|34521,2,22,NA,NA
49035101800,49035101900,28,21.8,2.7,1.6,0,2.8,28.9,45418,1,3,30,12
49035101800,49035113513,96,17,19,47,1.8,11.8,96.6,27614|51295|45407,3,18,NA,111
49035101800,49035112202,78,3.7,12.700000000000001,32,2.6,27.9,78.9,27613|45389|5907,3,18,NA,94
49035101800,49035113509,83,17,12.799999999999999,35.4,1.8,16.1,83.1,27614|51295,2,15,NA,86
49035101800,49035113306,84,3.7,16.700000000000003,34,2.6,27.3,84.3,27613|45389|39020,3,16,NA,90
49035101800,49035101101,30,3.7,9.6,8.7,0,8.3,30.3,27613,1,5,44,15
49035101800,49035112920,98,14,15,40,0,29.5,98.5,8246,1,23,NA,NA
49035101800,49035113528,100,14,17.9,53.2,2.1,13.1,100.3,8246|34505,2,27,NA,NA
49035101800,49035113532,95,14,16.8,53.9,2.2,8.4,95.3,8246|87442,2,21,NA,NA
49035101800,49035113408,115,14,17.9,66.8,2.2,14.2,115.1,8246|2332,2,22,NA,NA
49035101800,49035102702,60,14.2,10.6,25.5,0,10.5,60.8,79372,1,10,107,43
49035101800,49035101200,36,3.7,9.6,5.1,0,17.6,36,27613,1,5,43,16
49035101800,49035110900,102,17,13.6,41.3,1.7,28.7,102.4,27614|2343,2,17,NA,80
49035101800,49035103700,45,20.1,12.2,9.9,1.8,1.2,45.2,45418|45408,2,5,57,20
49035101800,49035113537,94,40.9,11.5,28.1,4.6,9.1,94.2,39020|87442,2,19,NA,112
49035101800,49035113409,119,14,17.9,64.4,2.2,21.1,119.6,8246|2332,2,22,NA,NA
49035101800,49035104100,48,12.8,8.8,4.8,0,21.8,48.1,45409,1,6,59,22
49035101800,49035112604,109,40.9,10.7,34.9,1.5,21.4,109.3,5907|20201,2,24,NA,NA
49035101800,49035113701,107,14,22.6,54.5,5,11.6,107.6,8246|34521|34504,3,23,NA,NA
49035101800,49035112700,65,3.7,12.700000000000001,39,2.6,7.9,65.9,27613|45389|5907,3,21,NA,NA
49035101800,49035111400,45,3.7,11.3,16,1,13.6,45.5,27613|45389,2,8,94,30
49035101800,49035101400,41,12.6,5.4,8,0,15.4,41.5,8246,1,10,66,28
49035101800,49035113523,108,14,16.8,54.9,2.2,20.8,108.7,8246|87442,2,22,NA,NA
49035101800,49035114700,114,11.9,24.2,52.8,0,25.4,114.4,45409|45407|45407,3,17,NA,77
49035101800,49035113904,114,14,17.9,70.9,2.2,9.8,114.8,8246|2332,2,22,NA,NA
49035101800,49035100800,37,3.7,9.6,15.7,0,8.7,37.7,27613,1,8,69,28
49035101800,49035111701,60,17,11.6,21.6,0,10.4,60.5,27614,1,11,NA,43
49035101800,49035111905,59,3.7,10.3,26.8,0,18.6,59.3,27613,1,12,NA,65
49035101800,49035111002,114,40.9,9.3,47.3,0.8,16,114.3,5907|2069,2,18,NA,NA
49035101800,49035110800,65,20.1,10.7,26.2,0,8.5,65.6,45418,1,16,NA,76
49035101800,49035113522,95,40.9,13.8,30.9,4.3,5.2,95.1,39020|20161,2,18,NA,NA
49035101800,49035111305,86,20.1,10.7,36.5,0,19.5,86.8,45418,1,19,NA,NA
49035101800,49035111001,94,20.1,10.7,30,0,33.3,94.2,45418,1,21,NA,94
49035101800,49035110401,57,20.1,10.7,20.2,0,6.5,57.5,45418,1,13,NA,58
49035101800,49035113307,104,14.2,14.899999999999999,45.10000000000001,0,30,104.2,79372|25310,2,15,NA,84
49035101800,49035112918,95,14,30.9,40,2.1,8.4,95.4,8246|45422,2,22,NA,NA
49035101800,49035102900,53,11.9,15,9.899999999999999,1.4,14.8,53.1,45409|27610,2,8,72,26
49035101800,49035113539,118,40.9,11.2,40.6,2.8,22.6,118.2,39020|34505,2,23,NA,NA
49035101800,49035113515,98,14,41,31,1,11.1,98.2,8246|2053,2,18,NA,99
49035101800,49035104300,63,12.5,21.8,22.6,0,6.9,63.8,79372,1,9,106,40
49035101800,49035112614,99,20.1,10.7,41.5,0,27.5,99.8,45418,1,24,NA,NA
49035101800,49035112100,74,3.7,12.700000000000001,29,2.6,26.3,74.3,27613|45389|5907,3,15,NA,84
49035101800,49035112619,90,20.1,10.7,41.5,0,18.1,90.4,45418,1,22,NA,NA
49035101800,49035113410,103,14,17.9,55.2,2.2,13.9,103.2,8246|2332,2,19,NA,117
49035101800,49035104800,51,20.1,10.7,15.8,0,4.8,51.4,45418,1,10,98,41
49035101800,49035112611,97,40.9,5.4,34,1.8,15,97,5907|32878,2,22,NA,NA
49035101800,49035111600,69,3.7,12.700000000000001,25,2.6,25.7,69.7,27613|45389|5907,3,14,NA,76
49035101800,49035113511,86,17,12.799999999999999,40.7,1.8,14.6,86.9,27614|51295,2,16,NA,96
49035101800,49035113802,102,14,17.9,63.6,2.1,5,102.6,8246|34505,2,23,NA,NA
49035101800,49035110702,71,20.1,10.7,23.7,0,16.6,71.1,45418,1,16,NA,63
49035101800,49035113505,115,40.9,11.2,40.3,2.8,20.1,115.3,39020|34505,2,20,NA,NA
49035101800,49035111802,40,3.7,10.3,19,0,7.4,40.4,27613,1,9,103,40
49035101800,49035110600,79,20.1,15.299999999999999,28.9,2.1,13.4,79.8,45418|51295,2,15,NA,73
49035101800,49035112617,115,40.9,10.7,44,1.5,18.8,115.8,5907|20201,2,27,NA,NA
49035101800,49035112605,79,3.7,12.700000000000001,40,2.6,20.5,79.5,27613|45389|5907,3,22,NA,NA
49035101800,49035113012,116,14,30.9,49.7,2.1,20.1,116.8,8246|45422,2,22,NA,NA
49035101800,49035100700,46,3.7,16,17.5,0,8.9,46.1,27613|27610,2,8,82,30
49035101800,49035100100,62,3.7,15.3,23.3,0,20.1,62.4,27613|19930,2,13,118,49
49035101800,49035112904,98,14,20.6,45.7,1.4,17.1,98.9,8246|34521,2,24,NA,NA
49035101800,49035102701,54,11.9,12.5,26.1,0,4.2,54.9,45409,1,9,100,38
49035101800,49035112921,93,14,28,45.1,2,3.9,93,8246|45424,2,23,NA,NA
49035101800,49035112613,108,20.1,10.7,47.2,0,30.6,108.6,45418,1,24,NA,NA
49035101800,49035114100,50,20.1,10.7,11.2,0,9,51,45418,1,10,83,29
49035101800,49035112001,68,17,11.6,28.1,0,12.1,68.7,27614,1,14,NA,73
49035101800,49035112002,62,3.7,10.3,32.8,0,15.6,62.4,27613,1,15,NA,91
49035101800,49035110500,81,3.7,22.5,26.8,3.7,24.8,81.4,27613|2328,2,15,NA,65
49035101800,49035112616,101,40.9,10.7,44,1.5,4.6,101.6,5907|20201,2,25,NA,NA
49035101800,49035110701,64,20.1,10.7,23.7,0,9.7,64.2,45418,1,13,NA,65
49035101800,49035112917,85,14,15,40,0,16.3,85.3,8246,1,24,NA,NA
49035101800,49035101700,20,3.7,9.6,4,0,3,20.3,27613,1,2,21,7
49035101800,49035113102,105,14,15,42,0,34,105,8246,1,26,NA,NA
49035101800,49035104400,76,12.6,16.1,21.8,0.3,25.1,76,8246|2022,2,11,NA,41
49035101800,49035102100,29,21.8,2.7,4.8,0,0.8,30,45418,1,4,40,20
49035101800,49035112502,82,3.7,10.3,40.6,0,27.8,82.4,27613,1,19,NA,NA
49035101800,49035111202,84,20.1,10.7,36.5,0,16.9,84.2,45418,1,19,NA,NA
49035101800,49035102802,64,11.9,12.5,17.9,0,22.1,64.5,45409,1,11,116,45
49035101800,49035112905,93,14,20.6,43,1.4,14.3,93.3,8246|34521,2,21,NA,NA
49035101800,49035102801,55,11.9,12.5,19.6,0,11.8,55.8,45409,1,10,98,38
49035101800,49035112812,93,3.7,12.700000000000001,42,2.6,32.6,93.6,27613|45389|5907,3,23,NA,NA
49035101800,49035110300,66,3.7,22.5,24.1,3.7,12.3,66.2,27613|2328,2,13,NA,44
49035101800,49035114200,95,14,15,36,0,30.8,95.8,8246,1,23,NA,NA
49035101800,49035113411,100,40.9,11.8,34.5,3.3,9.6,100.2,39020|34504,2,20,NA,120
49035101800,49035113514,99,17,18,50.6,2.5,11.2,99.2,27614|51295|51572,3,17,NA,103
49035101800,49035101000,45,3.7,11.1,16.8,4.9,8.6,45.1,27613|38724,2,7,59,20
49035101800,49035104900,41,3.7,10.3,14.4,0,13.3,41.7,27613,1,6,79,28
49035101800,49035112805,91,3.7,12.700000000000001,46,2.6,26.6,91.7,27613|45389|5907,3,25,NA,NA
49035101800,49035104700,57,20.1,10.7,14.4,0,12.5,57.6,45418,1,10,97,38
49035101800,49035112403,72,14,17.9,36.5,2.1,2.2,72.7,8246|87445,2,19,NA,NA
49035101800,49035103900,56,12.6,16.1,21,0.3,6.2,56.2,8246|2022,2,8,92,30
49035101800,49035113305,51,3.7,16.700000000000003,27,2.6,1.3,51.3,27613|45389|39020,3,13,NA,71
49035101800,49035112916,91,14,16.8,44.9,2.2,13.3,91.2,8246|87442,2,25,NA,NA
49035101800,49035113412,117,40.9,11.2,34.9,2.8,28,117.8,39020|34505,2,20,NA,NA
49035101800,49035112609,103,20.1,10.7,44.6,0,28.4,103.8,45418,1,24,NA,NA
49035101800,49035110200,70,3.7,22.5,27.7,3.7,12.9,70.5,27613|2328,2,14,NA,53
49035101800,49035112612,101,20.1,19.1,53.6,1.6,6.7,101.1,45418|65743,2,23,NA,NA
49035101800,49035111903,64,3.7,10.3,24.6,0,25.7,64.3,27613,1,14,NA,76
49035101800,49035111101,59,3.7,10.3,34,0,11.4,59.4,27613,1,15,NA,95
49035101800,49035111103,76,20.1,10.7,32.5,0,13.1,76.5,45418,1,15,NA,109
49035101800,49035112608,94,20.1,10.7,43.1,0,20.1,94.1,45418,1,24,NA,NA
49035101800,49035112615,90,20.1,10.7,41.5,0,18,90.4,45418,1,22,NA,NA
49035101800,49035112302,66,3.7,10.3,43.3,0,8.9,66.2,27613,1,18,NA,101
49035101800,49035112618,94,20.1,10.7,38.2,0,25.7,94.7,45418,1,20,NA,NA
49035101800,49035100308,80,3.7,23.7,36.8,0,15.8,80.1,27613|33606,2,12,NA,65
49035101800,49035111904,52,3.7,10.3,28,0,10.9,52.9,27613,1,15,NA,80
49035101800,49035111102,75,20.1,10.7,29.2,0,15.9,75.9,45418,1,15,NA,93
49035101800,49035102500,42,21.8,2.7,15.1,0,2.8,42.3,45418,1,8,71,30
49035101800,49035112404,63,3.7,12.700000000000001,34,2.6,10.5,63.5,27613|45389|5907,3,17,NA,NA
49035101800,49035102600,45,14.2,10.6,18.2,0,2.2,45.2,79372,1,7,82,37
49035101800,49035113007,101,14,15,45,0,27,101.1,8246,1,29,NA,NA
49035101800,49035112201,114,14,41,28.9,1,30.1,114.9,8246|2053,2,17,NA,102
49035101800,49035112912,91,14,16.8,47.6,2.2,11.2,91.8,8246|87442,2,24,NA,NA
49035101800,49035112301,72,3.7,10.3,34,0,24.3,72.3,27613,1,16,NA,94
49035101800,49035103400,27,3.7,10.3,5.9,0,7.8,27.7,27613,1,4,39,13
49035101800,49035101500,26,3.7,12.8,5.6,0.9,3.7,26.6,27613|45418,2,4,31,11
49035101800,49035113510,78,17,12.799999999999999,44.7,1.8,2,78.3,27614|51295,2,18,NA,101
49035101800,49035110402,69,3.7,22.5,24.3,3.7,15.1,69.3,27613|2328,2,14,NA,52
49035101800,49035113600,104,40.9,11.8,44.7,3.3,3.8,104.5,39020|34504,2,21,NA,NA
49035101800,49035114300,97,14,17.9,51.3,2.1,11.9,97.2,8246|34505,2,29,NA,NA
49035101800,49035115209,105,14,15,47,0,29.9,105.9,8246,1,33,NA,NA
49035101800,49035104200,86,12.5,21.8,19.3,0,33.1,86.7,79372,1,10,116,40
49035112503,49035112822,64,25,15,8,0,16.8,64.8,5907,1,11,NA,57
49035112503,49035113521,78,25.4,9.5,21,3.6,18.6,78.1,34522|87442,2,14,NA,93
49035112503,49035113520,70,25.4,15,22.1,2.5,5.6,70.6,34522|20161,2,14,NA,95
49035112503,49035112402,36,15.9,5.9,3.8,0,11.2,36.8,44246,1,5,49,23
49035112503,49035113310,72,25.4,15,25.4,2.5,4.2,72.4,34522|20161,2,14,NA,101
49035112503,49035111801,68,36.6,6.2,17.4,0,8.4,68.6,27613,1,13,NA,96
49035112503,49035113538,93,25.4,12.399999999999999,34.8,4.2,16.4,93.3,34522|87442|51294,3,21,NA,NA
49035112503,49035112914,64,25.4,17.7,10,2.9,8.3,64.3,34522|45407,2,7,86,49
49035112503,49035103300,73,36.6,6.2,26.3,0,4.6,73.6,27613,1,17,NA,106
49035112503,49035114000,72,25.6,12.4,21,0,13.9,72.9,5907,1,15,NA,115
49035112503,49035112823,68,25,15,10,0,18.3,68.3,5907,1,15,NA,82
49035112503,49035113108,92,25.4,34.4,17.7,5.2,9.8,92.4,34522|8246|34505,3,18,NA,NA
49035112503,49035113702,88,25.6,17.2,27.9,2.2,15.8,88.7,5907|2053,2,17,NA,106
49035112503,49035100500,114,25.6,17,67.1,2.4,2.8,114.9,5907|28223,2,18,NA,NA
49035112503,49035100600,107,25.6,22.4,40,0,19.5,107.5,5907|39020,2,18,NA,NA
49035112503,49035111306,66,14.4,6.1,11.3,0,34.8,66.6,2069,1,11,NA,65
49035112503,49035112907,64,25.4,17.7,10,2.9,8,64,34522|45407,2,7,99,56
49035112503,49035104000,94,36.6,7.7,38.2,0.9,11.3,94.7,27613|2022,2,18,NA,NA
49035112503,49035113801,93,25.6,17.2,31.8,2.2,16.5,93.4,5907|2053,2,18,NA,NA
49035112503,49035111702,70,36.6,8.9,22.5,1.1,1.6,70.6,27613|2328,2,12,NA,82
49035112503,49035113413,90,25.4,12.399999999999999,33.9,4.2,14.1,90.1,34522|87442|51294,3,20,NA,NA
49035112503,49035113010,90,25.4,7.8,15,14.2,28.2,90.6,34522|45422,2,16,NA,70
49035112503,49035113309,69,25.4,9.5,26.6,3.6,4.6,69.6,34522|87442,2,16,NA,106
49035112503,49035113527,92,25.6,24.9,35.5,0.5,5.8,92.3,5907|2061,2,19,NA,NA
49035112503,49035111500,92,15.4,25.1,24,0,28,92.6,44246|27610,2,14,NA,103
49035112503,49035113406,98,25.6,13.6,48.1,0.9,10.7,98.9,5907|2332,2,19,NA,NA
49035112503,49035113512,81,25.6,18,17,1.4,19.4,81.4,5907|51572,2,13,NA,71
49035112503,49035113101,77,25.4,18.7,20.3,0,13.2,77.6,34522|34504,2,15,NA,95
49035112503,49035100307,110,25.6,15.8,52,2.6,14.5,110.5,5907|39020|45407,3,22,NA,NA
49035112503,49035113533,68,25.4,17.7,12,2.9,10.2,68.2,34522|45407,2,10,NA,61
49035112503,49035111906,70,15.4,25.1,17.1,0,12.6,70.1,44246|27610,2,12,NA,76
49035112503,49035103600,82,14.4,17,39.3,3.2,8.9,82.7,2069|45418,2,20,NA,NA
49035112503,49035103800,79,14.4,17,35,3.2,9.6,79.1,2069|45418,2,17,NA,114
49035112503,49035111201,36,14.4,6.1,7.9,0,8,36.4,2069,1,7,69,40
49035112503,49035103100,86,15.4,25.1,31.200000000000003,0,15.1,86.8,44246|27610,2,17,NA,103
49035112503,49035101102,85,25.6,13.6,30.4,5.3,10.4,85.4,5907|19936,2,21,NA,NA
49035112503,49035103200,76,25.6,14.9,22.3,1.5,12.1,76.3,5907|2022,2,16,NA,98
49035112503,49035112819,95,25,20.3,13.9,1.7,34.3,95.2,5907|2368,2,17,NA,99
49035112503,49035101800,79,36.6,6.2,32.2,0,4.5,79.4,27613,1,18,NA,119
49035112503,49035113536,91,25.4,12.399999999999999,29,4.2,20.5,91.6,34522|87442|51294,3,18,NA,NA
49035112503,49035113308,85,25.4,9.5,27.9,3.6,19.5,85.8,34522|87442,2,15,NA,112
49035112503,49035112913,56,25.4,6.6,9.5,0,14.6,56.1,34522,1,10,NA,61
49035112503,49035101900,78,25.6,15.100000000000001,33.2,2.6,1.9,78.3,5907|45418,2,19,NA,NA
49035112503,49035113513,72,25.6,17.2,19,2.2,9,73,5907|2053,2,11,NA,68
49035112503,49035112202,57,15.4,19.5,7.2,0,15.4,57.4,44246,1,8,78,36
49035112503,49035113509,83,25.6,23.700000000000003,17,0.8,16.1,83.1,5907|51295,2,14,NA,84
49035112503,49035102300,84,25.6,13.8,26.8,6.3,12.4,84.9,5907|27610,2,16,NA,116
49035112503,49035113306,81,25.4,11.899999999999999,32,5.2,7.3,81.8,34522|87442|51295,3,14,NA,93
49035112503,49035101101,91,36.6,6.2,40.2,0,8.3,91.3,27613,1,21,NA,NA
49035112503,49035112920,69,25.4,7.8,10,14.2,12.4,69.8,34522|45422,2,11,NA,57
49035112503,49035113528,89,25.6,24.9,33.5,0.5,4.7,89.1,5907|2061,2,18,NA,NA
49035112503,49035113532,65,25.4,9.5,18.4,3.6,8.4,65.3,34522|87442,2,14,NA,84
49035112503,49035113408,115,25.6,13.6,60.8,0.9,14.2,115.1,5907|2332,2,24,NA,NA
49035112503,49035102702,93,25.6,15.5,39.1,2.9,10.5,93.6,5907|45409,2,18,NA,NA
49035112503,49035101200,94,36.6,7.5,38.7,6.7,4.9,94.3,27613|38724,2,23,NA,NA
49035112503,49035110900,84,14.4,25.1,25.9,0,19.4,84.8,2069|20160,2,16,NA,80
49035112503,49035103700,80,14.4,17,36.9,3.2,9.1,80.5,2069|45418,2,18,NA,117
49035112503,49035113537,71,25.4,9.5,23.9,3.6,8.8,71.2,34522|87442,2,15,NA,97
49035112503,49035113409,105,25.4,12.399999999999999,36,4.2,27.8,105.8,34522|87442|51294,3,22,NA,NA
49035112503,49035104100,91,14.4,25.1,51.4,0,1,91.9,2069|20160,2,20,NA,NA
49035112503,49035112604,77,15.9,19.200000000000003,12.8,9.6,20.3,77.8,44246|20201,2,9,107,56
49035112503,49035113701,84,25.6,24.9,22.9,0.5,10.4,84.3,5907|2061,2,16,NA,102
49035112503,49035112700,46,15.9,5.9,7.3,0,17.3,46.4,44246,1,7,65,32
49035112503,49035111400,74,15.4,25.1,24.9,0,8.6,74,44246|27610,2,13,NA,89
49035112503,49035101400,101,25.6,18.4,42,0,15.4,101.4,5907|8246,2,23,NA,NA
49035112503,49035113523,78,25.4,9.5,19.4,3.6,20.8,78.7,34522|87442,2,15,NA,90
49035112503,49035113904,114,25.6,13.6,64.9,0.9,9.8,114.8,5907|2332,2,26,NA,NA
49035112503,49035100800,79,25.6,12.4,32,0,9.9,79.9,5907,1,19,NA,NA
49035112503,49035113526,113,25.6,17.2,34.4,2.2,34,113.4,5907|2053,2,24,NA,NA
49035112503,49035111701,69,15.4,25.1,19.2,0,9.9,69.6,44246|27610,2,12,NA,76
49035112503,49035111905,67,25.6,18.3,15.9,1.1,6.7,67.6,5907|2343,2,11,NA,73
49035112503,49035111002,54,14.4,6.1,17.8,0,16,54.3,2069,1,10,NA,59
49035112503,49035110800,61,14.4,17,19.5,3.2,7.4,61.4,2069|45418,2,13,NA,71
49035112503,49035113522,67,25.4,15,18.8,2.5,5.7,67.4,34522|20161,2,13,NA,89
49035112503,49035111305,44,14.4,6.1,11.3,0,12.7,44.5,2069,1,9,102,58
49035112503,49035111001,84,14.4,17,16.3,3.2,33.3,84.2,2069|45418,2,14,NA,69
49035112503,49035110401,67,14.4,17,26.1,3.2,6.9,67.5,2069|45418,2,16,NA,105
49035112503,49035101600,85,14.4,17,42.2,3.2,9.1,85.7,2069|45418,2,20,NA,NA
49035112503,49035113307,108,25.4,17.299999999999997,35,4.8,26.2,108.7,34522|87442|34505,3,17,NA,119
49035112503,49035113534,105,25.6,17.2,38.2,2.2,22.1,105.3,5907|2053,2,21,NA,NA
49035112503,49035112918,65,25.4,7.8,9.6,14.2,8.4,65.4,34522|45422,2,11,111,50
49035112503,49035113535,80,25.4,6.6,24,0,24.1,80.1,34522,1,18,NA,NA
49035112503,49035102900,69,25.6,12.4,19,0,12.9,69.9,5907,1,17,NA,100
49035112503,49035113539,102,25.6,18,46,1.4,11.7,102.8,5907|51572,2,19,NA,NA
49035112503,49035113515,69,25.6,17.2,13.2,2.2,11.1,69.4,5907|2053,2,12,NA,56
49035112503,49035104300,102,36.6,7.7,34,0.9,23,102.1,27613|2022,2,15,NA,NA
49035112503,49035112614,92,15.9,20.8,18.8,9.6,27.1,92.3,44246|20201|45418,3,13,119,58
49035112503,49035112100,61,25.6,18,11,1.4,5.6,61.6,5907|51572,2,10,NA,63
49035112503,49035112619,83,15.9,20.8,18.8,9.6,18.1,83.3,44246|20201|45418,3,10,85,44
49035112503,49035103500,78,36.6,6.2,30,0,5.7,78.4,27613,1,18,NA,117
49035112503,49035113410,86,25.4,12.399999999999999,30.6,4.2,14.3,86.9,34522|87442|51294,3,19,NA,NA
49035112503,49035104800,67,14.4,17,29.8,3.2,3.3,67.6,2069|45418,2,17,NA,102
49035112503,49035111600,76,25.6,13.6,19.1,0.9,16.9,76.1,5907|2332,2,13,NA,94
49035112503,49035113511,81,25.4,17.7,24.1,2.9,11.2,81.3,34522|45407,2,12,NA,78
49035112503,49035113802,94,25.6,17.2,29.2,2.2,20.5,94.7,5907|2053,2,18,NA,120
49035112503,49035110702,73,14.4,17,22.5,3.2,16,73,2069|45418,2,15,NA,90
49035112503,49035113505,89,25.4,12.399999999999999,31.1,4.2,16.8,89.8,34522|87442|51294,3,18,NA,116
49035112503,49035113803,94,25.6,17.2,31,2.2,18.9,94.8,5907|2053,2,20,NA,NA
49035112503,49035111802,70,36.6,6.2,19.9,0,8,70.6,27613,1,14,NA,95
49035112503,49035110600,89,14.4,25.1,29.3,0,20.9,89.8,2069|20160,2,15,NA,87
49035112503,49035112617,99,15.9,19.200000000000003,23.3,9.6,31,99,44246|20201,2,15,NA,84
49035112503,49035112605,43,15.9,5.9,10.5,0,10.9,43.2,44246,1,8,89,48
49035112503,49035113012,86,25.4,7.8,19.299999999999997,14.2,20.1,86.8,34522|45422,2,12,NA,70
49035112503,49035100700,86,25.6,13.6,32.3,5.3,9.4,86.2,5907|19936,2,17,NA,NA
49035112503,49035100100,110,25.6,13.6,32.3,5.3,33.8,110.7,5907|19936,2,20,NA,NA
49035112503,49035112904,71,25.4,9.5,15.5,3.6,17.1,71.2,34522|87442,2,14,NA,85
49035112503,49035102701,84,25.6,15.5,36.6,2.9,4.2,84.9,5907|45409,2,18,NA,NA
49035112503,49035112921,66,25,19.9,17.2,1.1,2.8,66,5907|45424,2,12,NA,80
49035112503,49035112613,79,15.9,19.200000000000003,14.899999999999999,9.6,20.2,79.8,44246|20201,2,11,NA,71
49035112503,49035114100,76,14.4,17,33.5,3.2,8.3,76.3,2069|45418,2,18,NA,112
49035112503,49035112001,69,15.4,25.1,14.7,0,14.7,69.9,44246|27610,2,11,NA,58
49035112503,49035112002,66,36.6,6.2,7.9,0,15.7,66.4,27613,1,9,94,47
49035112503,49035110500,96,14.4,20.4,31.2,5.7,24.8,96.4,2069|45418|2328,3,16,NA,99
49035112503,49035112616,80,15.9,19.200000000000003,23.3,9.6,12.6,80.7,44246|20201,2,14,NA,79
49035112503,49035110701,67,14.4,17,22.5,3.2,10.7,67.7,2069|45418,2,13,NA,91
49035112503,49035112917,60,25.4,6.6,8.2,0,20.5,60.7,34522,1,11,NA,62
49035112503,49035101700,79,25.6,15.100000000000001,35.2,2.6,1.5,79.9,5907|45418,2,19,NA,NA
49035112503,49035113102,77,25.4,18.7,25.8,0,8,77.9,34522|34504,2,15,NA,92
49035112503,49035104400,107,14.4,25.1,36.5,0,31.5,107.5,2069|20160,2,18,NA,119
49035112503,49035102100,74,25.6,15.100000000000001,30.5,2.6,0.8,74.6,5907|45418,2,18,NA,NA
49035112503,49035112502,34,14.4,6.1,3.6,0,10.2,34.3,2069,1,4,34,25
49035112503,49035103000,86,25.6,12.4,19,0,29.8,86.8,5907,1,17,NA,108
49035112503,49035111202,41,14.4,6.1,8.5,0,12.7,41.7,2069,1,7,76,50
49035112503,49035102802,92,25.6,22.6,30,4.8,9.6,92.6,5907|45409|25310,3,15,NA,115
49035112503,49035112905,59,25.4,15,13.9,2.5,2.7,59.6,34522|20161,2,10,NA,70
49035112503,49035102801,85,25.6,15.5,30.1,2.9,11.8,85.8,5907|45409,2,17,NA,NA
49035112503,49035112812,67,15.9,5.9,13.2,0,32.1,67.1,44246,1,9,112,53
49035112503,49035110300,79,14.4,25.1,34.4,0,5.4,79.3,2069|20160,2,17,NA,106
49035112503,49035114200,64,25.4,6.6,5.9,0,26.9,64.8,34522,1,10,97,49
49035112503,49035113411,89,25.4,12.399999999999999,27.8,4.2,19.3,89.1,34522|87442|51294,3,19,NA,120
49035112503,49035102000,90,25.6,18.4,32,0,14.3,90.3,5907|8246,2,17,NA,117
49035112503,49035113514,77,25.6,18,20.1,1.4,11.9,77,5907|51572,2,13,NA,71
49035112503,49035113011,92,25.4,7.8,17.6,14.2,27.6,92.6,34522|45422,2,16,NA,93
49035112503,49035101000,99,25.6,27,35.3,2.6,8.6,99.1,5907|38724,2,23,NA,NA
49035112503,49035104900,82,25.6,18.7,26.4,2.8,8.8,82.2,5907|2022|27614,3,13,NA,94
49035112503,49035112805,76,25,15,10,0,26.6,76.7,5907,1,14,NA,75
49035112503,49035104700,79,14.4,17,30.6,3.2,14.2,79.3,2069|45418,2,16,NA,107
49035112503,49035112403,38,25.4,6.6,2.8,0,4,38.8,34522,1,6,51,24
49035112503,49035103900,87,36.6,7.7,35.7,0.9,6.8,87.7,27613|2022,2,18,NA,NA
49035112503,49035113305,66,25.6,14,24,1.4,1.3,66.3,5907|39020,2,15,NA,103
49035112503,49035112916,61,25.4,6.6,11,0,18.5,61.5,34522,1,13,NA,82
49035112503,49035113412,117,25.4,17.299999999999997,42.3,4.8,28,117.8,34522|87442|34505,3,20,NA,NA
49035112503,49035112609,70,15.9,19.200000000000003,20.3,9.6,5.3,70.3,44246|20201,2,13,NA,71
49035112503,49035110200,85,14.4,20.4,32.1,5.7,12.9,85.5,2069|45418|2328,3,17,NA,110
49035112503,49035112612,71,15.9,19.200000000000003,8.8,9.6,18.2,71.7,44246|20201,2,8,76,44
49035112503,49035111903,80,25.6,18.3,18.8,1.1,16.4,80.2,5907|2343,2,14,NA,90
49035112503,49035111101,60,36.6,6.2,5.9,0,12.1,60.8,27613,1,7,87,40
49035112503,49035111103,63,14.4,17,14.1,3.2,15.3,63.8,2069|45418,2,8,84,46
49035112503,49035112608,83,15.9,19.200000000000003,14,9.6,24.5,83.1,44246|20201,2,10,100,50
